"","campaign","site","ln_area_cm2WA","ColonyVolWA","ColonySAWA","ConvexityWA","SphericityWA","PackingWA","FracDimWA","VsaWA"
"35","2015","South Island",4.19976056753284,10.4799268665704,8.64968766115279,-0.956545212144818,-2.03741819955575,0.438097116252922,2.26044625490979,1.36822817547208
"36","2015","Southeast",4.80536766481521,10.9866640079643,8.68607651608941,0.331576323137119,0.315005491138397,0.157322653171511,1.98677935113594,0.708927708040102
"37","2015","Trimodal",5.71434283485154,11.4473924345971,9.04488712909484,-0.0940832117161199,0.432720439838023,0.134573040606936,1.93568941034154,0.629354884739405
"38","2015","Turtle Beach",6.85550722395493,12.2102797681857,9.38160986181167,0.727983910270763,1.99391818573363,-0.00969374518209433,1.7834127982634,0.171471831280595
"39","2015","Vickies",5.28209927273715,11.1073562235842,9.09995763926096,-0.889316925638569,-1.44550577617409,0.320842511882204,2.10394587620707,1.32864508282868
"40","2015","Washing Machine",4.06782616730082,10.478706866079,8.39315184658549,-0.137099449892984,-0.286251799484538,0.227605524933197,2.07714299986193,0.826660100041194
"41","2016","Cooks Path",5.9175552556862,11.6878818419823,8.92239451126836,1.01648564761419,2.25685327557968,-0.0179442469697443,1.79979456626105,-0.0162476772619466
"42","2016","Easter Point",3.82789928359714,10.5010102067807,8.05961975039634,1.31487476456945,2.10465246426632,-0.0116100518782871,1.85667190237495,0.0667964723774826
"43","2016","Gnarly Tree",3.50019870434777,10.3067730359042,7.9613703880433,1.24458404974422,1.8918395548997,-0.00401929920816782,1.87163943585222,0.1961106055636
"44","2016","Horseshoe",6.58939717074509,11.9741117896521,9.36308024224141,0.316215766183334,1.14875525227875,0.0767576441012241,1.86620283712393,0.347484521216568
"45","2016","Lagoon 1",5.36529257205579,11.3102664972692,8.84049652083695,0.418433978224947,0.643166120845251,0.161803322420479,1.97950973187836,0.426546959794514
"46","2016","Lagoon 2",6.05768849349367,11.7720420979835,8.97305184671047,1.03547471968714,2.33020438734825,-0.0270237435081185,1.78726368356634,-0.0433039991130132
"47","2016","Lizard Head",3.71203412419217,10.4349643617163,8.01215564258951,1.32939305652025,2.09293224900741,-0.010809119740943,1.86027851877644,0.0725175551700571
"48","2016","Mermaid Cove",5.62690125523937,11.4543956503577,8.91643923936082,0.640138934720236,1.47587409959367,0.0382141284527234,1.85723382986586,0.281400000185283
"49","2016","No Mans Land",2.7725469735216,9.89943475892801,7.62729517520165,1.44711393834113,1.99789943935705,-0.00431479948575747,1.88952259684094,0.118906683697992
"50","2016","North of Paradise",4.49386749861809,10.8552690473929,8.45129471976133,0.919092276836141,1.588924617977,0.00403194680931227,1.85339043153949,0.40477736470515
"51","2016","North Reef",4.20070185845407,10.6055439223046,8.53860403322701,0.145749482644382,0.0266942328281088,0.148185968050962,1.98806780620686,1.04832124371493
"52","2016","Osprey",5.3356833956147,11.36048234115,8.67728279949382,1.12594437298769,2.25717074023095,-0.0220327946397324,1.80973804463693,-0.00765349845483481
"53","2016","Resort",6.80609890384307,12.1558182204107,9.38614257834818,0.487876550268371,1.26386251756572,0.106275863256424,1.89343908525609,0.237618654759348
"54","2016","South Island",3.50380567186398,10.2720605060352,7.98510800961214,0.960961324101411,1.51978224302538,0.0348645452114852,1.90596490403563,0.267646941723675
"55","2016","Southeast",3.2932251371264,10.1962334644098,7.84059073891486,1.38187122318459,2.05056807753442,-0.00791405120720775,1.87331508101481,0.0931971183932272
"56","2016","Trimodal",3.79882098601265,10.3974305094455,8.28753889884299,0.40222055998465,0.47120726264794,0.105759965225035,1.9573304037072,0.804726075979446
"57","2016","Turtle Beach",5.84598242267711,11.6463170413976,8.89122636151072,1.03433112081445,2.26695044670794,-0.0220745926632359,1.79714238041841,-0.0206818162154025
"58","2016","Vickies",5.04725101824093,11.1368698253768,8.66569648085301,0.754020182193994,1.48019698387118,0.0407282153703813,1.87272233950878,0.280894468290304
"59","2016","Washing Machine",4.20376037566395,10.715259801567,8.21359106917649,1.26777811277524,2.14267228773263,-0.0142082378157993,1.84497220950531,0.04823755063375
"60","2017","Cooks Path",5.74760720740481,11.5952885278546,8.84602719436987,1.07432894181086,2.29883844922341,-0.0248802685541891,1.79691580209745,-0.0279930918544981
"61","2017","Corner Beach",7.07737648642606,12.3532880526869,9.39076655123798,0.907704404122442,2.43334982671475,-0.0340724619304445,1.75552313741255,-0.0936532107321069
"62","2017","Easter Point",4.08454693266442,10.4837934974493,8.45504127534903,-0.258572849337499,-0.28475053008295,0.181193090572986,2.0175991569105,0.953186433982933
"63","2017","Gnarly Tree",3.87836113632735,10.5247111762882,8.10801707140411,1.23277003161285,1.97580465075656,-0.00790693092285121,1.85859963938208,0.151301713764816
"64","2017","Horseshoe",6.59535984543963,12.0691561432836,9.20429518085544,0.916730236579881,2.29761008400347,-0.0230530633463366,1.77761491694669,-0.0447021598831322
"65","2017","Lagoon 1",5.07235372442376,11.1475252668916,8.67722128121331,0.686760859555849,1.21073963257272,0.0888627801795125,1.91809537107538,0.277805109278685
"66","2017","Lagoon 2",5.59469831331024,11.5039904647753,8.80829654675883,1.03158166406635,2.16577575856016,-0.020214124466397,1.80471131508458,0.0576212692606823
"67","2017","Lizard Head",3.94886963915087,10.5312771321891,8.3499587060977,0.720682769284639,0.98875498217944,0.022344729454918,1.88191581961491,0.815158629987805
"68","2017","Mermaid Cove",3.62960003647283,10.2900123747833,8.13532323397614,0.465494215413901,0.65915511057383,0.118473102109416,1.97361774033776,0.556871088463778
"69","2017","No Mans Land",5.0269253109937,11.0528649258437,8.79949181478244,-0.0486169599405708,0.134235576500543,0.165645037512136,1.97778170288594,0.763692057028681
"70","2017","North of Paradise",4.40325765724419,10.8220337285835,8.33445904374577,1.13885125581494,1.97509567642637,-0.00988202760367046,1.84364845089172,0.161166072390794
"71","2017","North Reef",4.8508342365689,10.8261800765122,8.942446346444,-1.14151203441266,-1.84745922068391,0.356741277971513,2.1448023432834,1.41890486364724
"72","2017","Osprey",6.98946385545808,12.3031758012221,9.35475318349848,0.918720150780986,2.42445711932788,-0.0334647550772166,1.75825965577903,-0.0893123420631828
"73","2017","Resort",7.81809177422959,12.7627134436188,9.71891057764554,0.699816547309404,2.28202251498426,-0.00775923618899458,1.76350394425732,-0.0570283294096487
"74","2017","South Island",4.35183818261981,10.6602149182458,8.50177915975836,0.00473404406742199,0.0985783113662454,0.172538655241967,2.00159050203831,0.735088072148148
"75","2017","Southeast",4.25414217583272,10.6749150805829,8.38013202481665,0.724305903353774,1.25289437417238,0.0377418698527369,1.89132601378952,0.462316319137704
"76","2017","Trimodal",4.22823777874286,10.6451757896557,8.21043722569824,0.765538023320399,1.25403988643428,0.0336869537932866,1.93680405731062,0.368127788963928
"77","2017","Turtle Beach",5.73418709482452,11.5509285310943,8.88267286229348,0.874766326538963,1.96114871647924,0.00475094346500219,1.8246336210137,0.0699813025013669
"78","2017","Vickies",5.89107633749916,11.6650167942345,8.93682768555091,0.936673022577724,2.09638935124245,-0.00313462848744476,1.8149077341164,0.0625611172211416
"79","2017","Washing Machine",4.1571859740052,10.5708569900907,8.406217269883,0.307988152113886,0.498815941943732,0.11892009529902,1.9622578136082,0.675017852119141
