"SpecimenID","ScanID","ScanIDwAlternate","GrowthForm","GrowthFormVer","GrowthFormWal","Whole.","Quality","DamageLevel","Species","RawSA","WholeSA","ImputedSA","ImputedSAPercent","WholeVol","ColonyVolCull","OuterSACull","OuterSAScaled","ColonyVolCullScaled","AttachSA","AttachPlanarAreaGrid","ColonyPlanarAreaGrid","WholeWeight","WholePorosity","CenterofMassToAttachDist","ConvexVolCull","ConvexSACull","IntersistalVol","AttachAreaAHull","AttachPerimeterAHull","AttachMaximumLinearDimension","EllipseAttachArea","EllipseAttachAreaCull","EllipseAttachPerimeter","EllipseColonyArea","EllipseColonyPerimeter","ColonyXLength","ColonyYLength","ColonyHeight","CSFone","CSFtwo","CSFthree","CSFfour","CSFfive","CSFsix","CSFseven","CSFeight","CSFnine","CSFten","CSFeleven","CSFtwelve","meanCSF","sdCSF","ColonySA","ColonyVol","ColonySA2ndMomentVert","ColonyVol2ndMomentVert","ColonySARotated","ColonyVolRotated","ColonySA2ndMomentRotated","ColonyVol2ndMomentRotated","ColonySAScaled","ColonyVolScaled","ColonySA2ndMomentVertScaled","ColonyVol2ndMomentVertScaled","OuterSA","OuterVol","OuterSA2ndMomentVert","OuterVol2ndMomentVert","OuterSARotated","OuterVolRotated","OuterSA2ndMomentRotated","OuterVol2ndMomentRotated","OuterVolScaled","OuterSA2ndMomentVertScaled","OuterVol2ndMomentVertScaled","OuterSARotatedScaled","OuterVolRotatedScaled","OuterSA2ndMomentRotatedScaled","OuterVol2ndMomentRotatedScaled","ConvexVol","ConvexSA","ConvexVolScaled","ConvexSAScaled","BoundingBoxSA","BoundingBoxVol","BoundingBoxScaledSA","BoundingBoxScaledVol","FractalDimension","FractalDimensionRotated","FracDimTrim","FDIntsTrim","FDFit","Method","NoncoralSubstrateEyeball","Attachment.point.","ZCull.","Collection.Location","Expedition.Collector","Depth","Other.data","Photos","Notes","PlanarArea","Sphericity","Packing","Convexity","Vvol","Vsa"
45,"S55MaGret","S55MaGret","Massive","Massive","","Y","High","Some edge material missing","Gret",8589.768304,8704.349446,114.5811421,1.316366523,48267.89498,3033.551501,3033.551501,5.143954283,1,1572.079041,1102,1677,75,"0.994509442",11.19115515,18714.14609,4130.871554,5811.371863,1536.776214,166.254919,58.68618229,1959.35978,1425.904887,158.2820046,1974.489388,159.6728454,43.7753,57.4296,36.79374743,0.728648823,0.775609357,0.976390247,1.119234454,1.270041495,1.480418195,1.495243699,1.391281435,1.192782715,0.946149406,0.791655228,0.7388662,0.852696953,0.213350281,7197.697246,40114.88992,199802.9685,782221.6918,7197.697246,-40114.88992,90744.48779,-359696.3549,6.142188944,1,4.98076821,0.56962501,5625.617531,44168.4507,174500.0626,811457.0617,5625.617531,39371.19412,87229.85423,343948.5929,0.800594261,0.906081999,0.102367277,4.860912585,1,2.215575529,0.256796296,45926.26178,7081.898122,0.525774557,3.506913298,15663.76057,132099.7831,13.36468917,3.292319406,2.160584116,2.142547249,2.160584116,4.509752464,0.99978871,"LZ","Some","Y","MAYBE","Hulua","Matthai Gardiner","","","Y","",16.77,0.787337528366335,1.01635142471766,0.873462989697743,0.56962501,4.98076821
46,"S54MaGret","S54MaGret","Massive","Massive","","P","High","Minor edge material missing","Gret",146713.6107,148771.268,2057.657302,1.383101273,3270406.14,87521.10046,87521.10046,5.07385108,1,31895.12417,31472,36971,4443,"0.995199481",37.74252705,2922553.922,114141.9826,112269.0607,NA,655.6984371,212.0354635,32028.26935,32830.09311,634.4332584,37075.76377,683.0564976,210.6673,224.08,121.331968,0.474904228,0.452789013,0.461119093,0.511267553,0.53769074,0.544554275,0.505624366,0.488749753,0.473320536,0.516859087,0.521252535,0.531629216,0.700882703,0.024034044,128106.8817,3268917.448,7718967.463,136585388,128106.8817,-3268916.726,6101307.203,-109149684.9,5.816161956,1,2.361322238,0.281534942,96211.75758,3387684.625,7267821.263,136485482.8,96211.75758,3253307.15,6029921.096,107676362.1,0.838113899,0.661734535,0.059705366,4.382057816,1,1.853474271,0.223367655,3381184.242,121516.7366,0.781079665,4.600931801,211261.1671,6343902.718,9.591437606,1.940673883,2.355820481,2.085583363,2.355820481,6.19149066,0.998994118,"LZ","","Y","Y","","","","","Y","",369.71,0.831472008551033,1.05423240686337,0.966796605578171,0.281534942,2.361322238
47,"S53MaGret","S53MaGret","Massive","Massive","","P","High","Some edge material missing","Gret",100190.468,101643.5204,1453.052364,1.429557299,1903707.38,60562.06133,60562.06133,5.440863784,1,15219.24233,15086,20651,2429,"0.995491409",37.45704732,1491620.699,69429.24533,109537.4184,15115.21049,464.6108032,153.2609415,15619.52197,15735.71012,444.1751152,21189.58215,519.0868574,150.1896,179.6357,98.0808472,0.807153518,0.860604927,0.923238737,1.039882377,1.159388006,1.240486421,1.121519168,0.988142901,0.909957553,0.896752596,0.812520925,0.791242406,1.052402859,0.15539325,76858.76151,1432497.919,3372299.921,41582581.22,76858.76151,-1432497.919,3203546.838,-39510317.27,6.048263668,1,2.354139491,0.257505264,61639.51952,1437694.01,3307536.829,41141356.86,61639.51952,1425006.899,3146088.503,38704289.32,0.9299632,1.443364347,0.141152888,4.867596834,1,2.207770716,0.241362507,1542035.337,70509.46062,0.512292968,3.645492492,120241.0479,2710913.095,9.462155608,1.89243772,2.273781376,2.098817215,2.273781376,5.842170749,0.998192959,"LZ","Minor","Y","N","Seychelles","Matthai Gardiner","","","Y","",206.51,0.799564325811682,1.09004892157974,0.928965688806391,0.257505264,2.354139491
48,"S52MaGret","S52MaGret","Massive","Massive","","Y","High","Some edge material missing","Gret",88145.95223,89973.68765,1827.735411,2.031411026,1106750.168,54183.28258,54183.28258,6.002370557,1,15531.60954,14835,20103,1525.5,"0.99512947",21.90515564,1231146.502,66314.5382,286340.4742,15390.74545,561.0739619,190.1612982,18366.28633,16661.41479,490.8297061,21275.70764,530.0939629,136.9002,197.8746,86.52407985,0.338878606,0.362906155,0.445395128,0.521762559,0.612516184,0.735439095,0.573794691,0.425968666,0.365804184,0.350446867,0.357734435,0.35940541,0.778210958,0.254898183,79244.75178,1275968.537,4479074.71,47642442.46,79244.75178,-1275968.537,3117466.619,-33085461.43,6.736131124,1,3.510333195,0.344250091,63713.14124,1341097.805,4186555.665,47905571.77,63713.14124,1268483.069,3084290.707,32650594.43,0.798198127,0.525975293,0.031915811,5.43716569,1,2.431479601,0.237781571,1562309.011,75272.28778,1.218590991,6.366986273,123730.8901,2814010.123,10.51763658,2.205391467,2.352699389,2.100168055,2.352699389,5.848703354,0.998929522,"LZ","Some","Y","MAYBE","Mahe, Seychelles","B.R.Rosen","","Acropora dominated reef","Y","donut colony formation, no colony in centre",201.03,0.71791593343416,1.05277458832672,0.816719693745657,0.344250091,3.510333195
49,"S51MaGret","S51MaGret","Massive","Massive","","P","High","Some edge material missing","Gret",73431.25705,76765.42629,3334.169238,4.343321465,1317607.241,40791.34804,40791.34804,5.162963708,1,13387.79813,13187,18142,1867,"0.994993066",28.11215878,914988.1664,53738.38609,57059.27387,13306.93117,425.968266,148.0501217,14579.82642,15862.72485,429.5032296,18411.1605,481.1409185,156.1755,150.0992,72.11594976,0.39409756,0.410610604,0.441071482,0.45627984,0.448228369,0.436633274,0.418590687,0.425487294,0.466231377,0.493852118,0.457903406,0.409191417,0.715019737,0.04708682,58212.49326,984976.3016,2196662.571,25139272.65,58212.49326,-984976.3016,1836436.285,-21108341.47,5.880293631,1,2.230167941,0.256518288,44824.69507,1010463.131,2081440.864,24967600.34,44824.69507,978452.0475,1796778.598,20588590.97,0.917217794,1.217734094,0.125852925,4.54804039,1,1.836348141,0.211953486,1042035.575,56074.0014,0.558440593,4.052906674,95573.22687,1863315.068,9.65426158,1.891735938,2.303075057,2.080787317,2.303075057,5.624937074,0.999130477,"LZ","None","Y","N","Maldives","P. Spencer Daviers","","","Y","",181.42,0.822403806014692,1.03813695842295,0.945242490017675,0.256518288,2.230167941
50,"S50MaGret","S50MaGret","Massive","Massive","","P","High","Some edge material missing","Gret",36170.34734,36150.22698,-20.12035973,-0.05565763,478203.3714,29512.27834,29512.27834,5.351580045,1,2384.977576,2307,8039,611.5,"0.995481468",40.1378001,486631.0938,31701.98283,45489.76995,2340.634816,240.9268622,87.94288665,3741.833812,5087.466696,219.5760355,8228.740895,328.3989028,86.4283,121.2237,86.03240707,1.740213414,1.890690766,2.191113268,2.515288813,2.949467271,3.608915534,3.109977728,2.538175393,2.250167327,1.939736791,1.718771771,1.738079141,4.810467205,1.536009748,34290.50978,466357.2834,1446440.372,13701258.26,34290.50978,-466357.2834,1363427.683,-12929420.38,5.702011633,1,3.101571314,0.378851287,31905.53274,466729.8362,1423039.22,13588128.87,31905.53274,465240.2464,1346448.046,12765524.86,0.930553508,0.185661256,0.032060873,5.313913524,1,2.894091938,0.35410792,511847.0533,32426.85946,0.526235338,3.609506643,58730.40999,953003.3677,9.766010572,2.043504844,2.255901625,2.084214033,2.255901625,5.324144219,0.998743586,"LZ","Some","N","N","Goidu","Matthai Gardiner","","","Y","",80.39,0.848117501789253,1.05747242721112,0.911126244438223,0.378851287,3.101571314
51,"S4MaGpec","S4MaGpec","Submassive","Submassive","","P","High","Some edge material missing","Gpec",87224.75098,98073.59866,10848.84768,11.06194514,1187841.41,70521.26125,70521.26125,7.457825389,1,15521.92691,15363,18456,1665,"0.995046988",26.40889986,1485370.998,69943.68023,255892.185,15381.2279,477.6957772,164.2293115,16161.7898,16175.06299,453.5407729,18540.0443,488.0354726,135.9596,173.6245,100.8781577,1.266239231,1.300245762,1.39048811,1.545627799,1.911775489,1.887361583,1.902642007,1.738014624,1.528293421,1.322673843,1.299989957,1.211890399,1.527154924,0.278729216,85965.49599,1237564.786,5456558.705,52144873.64,72833.34081,9.03e-10,5102829.453,1376.14958,7.457825389,1,4.40910954,0.392453038,70443.56949,1344563.96,5160271.108,53730120.39,72527.85088,1.87e-09,5132770.856,1421.882453,0.957363067,3.251769334,0.293745708,47798114189,2.584358746,2.75e+15,6.18e+14,1493456.971,70077.15263,1.168893227,5.876085438,109679.591,2381596.302,9.515111023,1.924421516,2.350367189,1.933109393,2.350367189,5.977207935,0.998745087,"LZ","Minor","Y","N","Donquenab? Red Sea","Matthai Gardiner","","","Y","",184.56,0.648443159910837,1.22672644026918,0.828657812063606,0.392453038,4.40910954
52,"S49MaGret","S49MaGret","Massive","Massive","","Y","High","None","Gret",54229.92886,54980.13993,750.211066,1.364512835,746097.0491,31292.80419,31292.80419,5.464631935,1,9610.077738,9176,13546,1023,"0.995154999",28.20738294,571795.3919,40591.61334,80685.29515,9526.175599,457.5044827,134.6513584,10824.49967,14780.63382,370.0073369,15586.44485,444.5784414,130.2652,152.3452,75.8064194,0.26490751,0.307811613,0.357537537,0.360524884,0.36762928,0.371291922,0.401244003,0.432888199,0.378401607,0.330019751,0.284200505,0.259690985,0.920359269,0.159456455,50457.68976,734911.2712,2281400.686,22568207.42,50457.68976,-734911.2712,1663458.938,-16520067.91,6.195895582,1,3.104321264,0.340291045,40847.61335,767001.6874,2129804.052,22647959.75,40847.61335,731034.9977,1639406.59,16253642.95,0.832273303,0.542895668,0.045681711,5.033552168,1,2.242582906,0.246812124,815596.5664,46626.13285,0.904462459,5.052930368,90791.49016,1794187.765,11.14863949,2.441366509,2.300449622,2.087906474,2.300449622,5.576674186,0.999069414,"LZ","Minor","Y","N","Aldabra, Indian Ocean","J.D.Taylor","","","Y","",135.46,0.780512808531964,1.08217616765101,0.901072051398965,0.340291045,3.104321264
53,"S48TaAhya","S48TaAhya","Tabular","Table/Plate","Table/Plate","Y","Medium","Some branches missing","Ahya",40768.4974,48230.26463,7461.767236,15.47113061,164581.1789,35744.09334,35744.09334,16.02315998,1,1866.701366,1171,8477,209.5,"0.995502021",49.09066046,322524.166,28154.36372,296308.579,1821.570291,162.412269,57.22665208,1921.755426,4515.797067,155.4442917,12709.20788,399.6504503,126.3108,128.1115,64.49802826,0.680974186,0.773502677,0.962923848,1.124875172,0.997763657,1.000563534,0.919774203,0.845359813,0.772642076,0.767157771,0.719786383,0.696326568,14.90290297,2.831887113,46473.98498,151773.4369,2367404.084,4847246.563,46473.98498,-151773.4369,2593569.293,-5035472.669,16.33350541,1,15.59827683,0.598734228,44607.28347,137653.7812,2328251.07,4701834.323,44607.28347,150877.4921,2571240.841,4985007.453,0.859430032,0.770054846,0.045359252,15.73944708,1,17.04191132,0.620630627,448082.0159,32760.86246,2.417543961,10.18335894,74672.88849,1345481.708,26.2441456,8.865067138,2.375940617,2.230751246,2.375940617,5.670689743,0.998421437,"LZ","Minor","Y","MAYBE","","","","","Y","",84.77,0.296077035528464,1.41858246365593,0.338717983570829,0.598734228,15.59827683
54,"S47TaAhya","S47TaAhya ","Tabular","Table/Plate","Table/Plate","Y","Medium","Some branches missing","Ahya",36048.0172,43381.47448,7333.457279,16.90458281,132947.2873,37845.46426,37845.46426,16.41519209,1,1939.097524,1271,9058,208.5,"0.994458337",62.64406105,305434.8606,29074.23025,316099.0681,1905.107581,168.6726444,60.55220204,2189.510072,2038.845628,166.800377,11236.11351,408.0671838,85.1612,167.9904,58.64181373,2.156358945,2.467805029,2.663747395,2.800394162,2.946194112,3.018694995,3.165414879,3.065870634,2.874650576,2.504852002,2.243092429,1.993734034,14.43339704,3.970766199,42998.90797,132260.4817,2261371.075,3983142.717,42998.90797,-132260.4817,2609900.376,-3855301.748,16.56420866,1,17.09785906,0.591088352,41059.81036,114740.7122,2225180.215,3815736.678,41059.81036,131305.7384,2573714.148,3779313.54,0.802669471,0.374070332,-0.002331103,15.89380212,1,19.60092666,0.566284466,448359.5497,34087.04524,3.038281296,12.25909553,67742.72785,1105675.354,26.09424304,8.359085145,2.358375287,2.214727831,2.358375287,5.619478449,0.996174026,"LZ","Some","Y","MAYBE","Tigand Bank, China Sea","H.M.S Ramblu","","Section B","Y","",90.58,0.291953329098022,1.26144427207619,0.294987542450019,0.591088352,17.09785906
55,"S43TaAhya","S43TaAhya (con)","Tabular","Table/Plate","Table/Plate","Y","Medium","Very few branches missing","Ahya",60289.10747,68364.27033,8075.162866,11.8119638,247304.9049,0.010857078,0.010857078,15.44100145,1,3823.559331,1003,15593,259.5,"0.996292184",70.74552816,524171.7959,39320.6056,574779.5351,3750.155481,236.881322,83.38160297,3698.716254,6988.012256,215.7872377,24839.18279,561.4251941,163.9697,192.8785,36.31814583,0.46686138,0.545339423,0.675658316,0.820558379,0.906584887,0.965290351,0.921488456,0.812122517,0.723435517,0.616412551,0.516921553,0.467591653,13.42002942,4.325167972,66957.99965,270931.7809,2732712.848,6900817.786,66957.99965,-270931.7809,6011123.24,-12465204.14,15.99174428,1,10.08635029,0.393629185,63134.43986,141213.7173,2602706.546,4696581.178,63134.43986,269108.6567,5979489.765,12375193.69,1.095559417,-0.006871717,-0.015202776,15.14657894,1,22.21961136,0.712276223,845711.316,58350.72416,2.819524227,13.14849354,113436.236,2223807.835,27.07844389,8.202051796,2.344965928,2.250121019,2.344965928,5.692566624,0.996400579,"LZ","Some","Y","N","Cleremout Is. GBR","Savvile Kent","","","Y","",155.93,0.302404526957056,1.14750931738908,0.320359649651418,0.393629185,10.08635029
56,"S41TaAhya","S41TaAhya (rec)","Digitate","Table/Plate","Table/Plate","Y","Medium","Some branches missing","Ahya",62037.13219,70123.38951,8086.257311,11.53146955,331946.2686,55627.32307,55627.32307,13.94378309,1,6440.595803,6206,12081,443,"0.995284264",23.52307205,524171.7959,39320.6056,353833.7524,6340.632419,356.7394008,123.0488129,7753.304318,6988.012256,316.882175,15334.99273,449.1937343,117.065,166.7887,61.20763082,0.46686138,0.545339423,0.675658316,0.820558379,0.906584887,0.965290351,0.921488456,0.812122517,0.723435517,0.616412551,0.516921553,0.467591653,1.118058102,0.252931948,66668.07901,311831.1752,2819769.656,7258335.297,66668.07901,-311831.1752,2105449.94,-5075893.082,14.49789401,1,9.042616261,0.343250347,60227.48263,330024.2413,2719047.308,7257756.269,60227.48263,308687.3792,2069584.266,4954715.344,0.747410439,0.884108906,-0.011503967,13.18607258,1,6.704466735,0.237498139,665664.9276,43140.01893,1.853338772,8.585198315,80162.35928,1413966.175,17.42917258,4.532796108,2.413327021,2.332234226,2.413327021,5.861818924,0.996989543,"LZ","Minor","Y","MAYBE","Rocky is. GBR","Savvile Kent","","","Y","TYPE SPECIMEN: Acropora recumbens (hyacinthus)",120.81,0.333564023720632,1.54538826508577,0.468450660791581,0.343250347,9.042616261
57,"S40TaAhya","S40TaAhya (rec)","Tabular","Table/Plate","Table/Plate","Y","Medium","Very few branches missing","Ahya",146115.8982,162795.8301,16679.93192,10.24592086,853282.9721,117586.1271,117586.1271,17.31361297,1,8695.248346,6602,36078,1221,"0.994943661",71.1360124,1229281.93,94195.29958,1373445.921,8599.835195,387.3224459,140.3303797,10503.35151,29869.0127,366.5685573,41160.20261,753.9549826,177.403,295.411,74.00416672,0.048931568,0.061841176,0.075743462,0.102770154,0.125127412,0.112621442,0.095940666,0.086999437,0.069128659,0.059453478,0.052823156,0.047221949,5.042478635,2.302020298,151644.1434,806006.7255,11141384.28,35537439.7,151644.1434,-806006.7255,10803532.64,-30763686.82,17.5092092,1,13.82294208,0.473770391,142948.9002,771445.4797,10849582.49,34915442.11,142948.9002,801698.3534,10605949.91,30048968.94,0.797557801,0.90419537,0.013873398,16.56431537,1,13.22935225,0.40347341,2179452.646,106991.6404,2.268770587,11.35513421,205472.859,5578546.388,23.72440632,6.921215681,2.420734201,2.262151861,2.420734201,6.220145187,0.996082269,"LZ","Minor","Y","MAYBE","Rocky is. GBR","Savvile Kent","","","Y","TYPE SPECIMEN: Acropora recumbens (hyacinthus)",360.78,0.276196132331608,1.41734571816136,0.369820710250017,0.473770391,13.82294208
58,"S3MaGpec","S3MaGpec","Massive","Submassive","","Y","High","Some edge material missing","Gpec",141024.8928,142029.4109,1004.518098,0.707260624,2494373.866,108642.3466,108642.3466,6.585010054,1,26607.27455,26410,30823,2594.5,"0.996324591",32.32065043,3124684.014,114176.2317,196636.4368,26438.34309,627.741139,208.453175,30708.37894,30710.53969,621.9056767,33207.417,646.2257968,201.0653,210.2849,140.1573692,0.94054587,1.017931655,1.086212825,1.104452931,1.052065773,0.955505269,0.974494345,1.079984042,1.214992447,1.229161878,1.078131182,0.938197116,1.080887979,0.104171236,135235.979,2943090.965,7886710.625,111250611.5,116268.0177,-0.003726508,7987434.595,-12.2948986,6.585010307,1,2.679737296,0.263773296,108628.7055,2942464.851,7943690.282,112434397.1,115857.9725,0.021886165,8057152.994,81.80715385,0.997867612,2.673392506,0.263341424,1480742.297,0.999999739,368139100.6,13362.82858,3139727.401,114367.5398,1.063080297,5.549117614,199960.4858,5930668.408,9.736299543,2.015020353,2.339466549,1.931153941,2.339466549,6.257265413,0.998137458,"LZ","None","Y","N","","","","","Y","Possible wrong ID?",308.23,0.734391540378988,1.18246820064936,0.937371494118447,0.263773296,2.679737296
59,"S38ArAint","S38ArAint (nob)","Arborescent","Branching-open","Arborescent","Y","Medium","Some branches missing","Aint",398561.1067,466957.485,68396.37823,14.64723887,2684276.589,404583.7613,404583.7613,23.70255783,1,7627.770013,6648,73317,NA,"",88.33418969,14503146.6,336196.3734,14433222.87,7550.626376,348.4394244,120.9977565,8900.7963,358.571,337.0893098,442.114,120494.8935,347.012,442.114,201.6992087,0.409177675,0.470806239,0.483355193,0.472576094,0.500157664,0.575010853,0.575010853,0.633690843,0.784198975,0.656825115,0.476673646,0.419661881,18.72719193,1.389983906,456940.707,2643291.455,51166062.22,175319851.8,456940.707,-2643291.455,71772380.09,-254982325.8,23.90175633,1,19.35695064,0.479701444,449306.8,2695156.67,50908356.29,175859493,449306.8,2842939.231,71159265.97,262998722.1,0.905531837,-0.223353428,-0.048189807,22.38882356,1,25.03017483,0.653025594,17076514.33,354534.1898,4.943150254,16.26502579,669335.3809,35237704.79,35.01174427,13.33099486,2.445655192,2.123348337,2.445655192,6.947459326,0.998518276,"LZ","Minor","Y","MAYBE","","","","","Y","",733.17,0.202327217919702,1.2888480720513,0.154791042476173,0.479701444,19.35695064
60,"S37ArAint","S37ArAint (nob)","Arborescent","Branching-open","Arborescent","P","Medium","Some branches missing","Aint",318854.6806,387964.8883,69110.20769,17.81352121,1901924.045,284826.608,284826.608,24.62015809,1,2760.029201,881,71468,3199.5,"0.994055675",132.2930258,10261169.02,301673.6433,12105149.06,2722.022566,194.9548548,74.78977422,2998.442019,74599.89108,197.6698919,116823.3146,1235.312038,327.906,453.618,173.2287297,0.164269854,0.155535405,0.164558514,0.183267492,0.244626864,0.380736093,0.307851982,0.257923101,0.214743794,0.186938195,0.179893826,0.203018666,166.5997109,53.30637049,386462.5727,1883613.482,36019286.59,108092903.8,386462.5727,-1883613.482,51089689.16,-162002990.7,25.33842291,1,19.12244042,0.464666607,383702.362,1791370.199,35907724.99,106203731.4,383702.362,1885185.53,51082179.95,162004999.9,0.984616925,-0.290761868,-0.036082076,25.14346193,1,27.09663274,0.695648129,13988762.55,332112.9165,6.791098784,20.75478776,631315.6355,31767968.83,41.39221672,16.86543929,2.436525701,2.135442239,2.436525701,6.843384268,0.998085838,"LZ","Minor","N","N","","","","","Y","PART 1",714.68,0.190855440317416,1.16364812538087,0.134651901858181,0.464666607,19.12244042
62,"S35ArAint","S35ArAint (nob)","Arborescent","Branching-open","Arborescent","P","High","Some branches missing","Aint",90354.24304,94020.90839,3666.665353,3.899840382,325583.8201,42144.03276,42144.03276,16.54821706,1,581.4560425,334,20270,508,"0.994486664",108.6390113,902174.2415,67718.1016,1748839.591,565.4726434,87.57318851,33.33783003,580.7061118,32946.3451,85.69537559,37417.32312,685.8215725,221.5071,215.0776,72.19003213,0.068448847,0.072259956,0.084249686,0.080360972,0.07723105,0.082206868,0.100370884,0.105226024,0.106912101,0.102840469,0.086175531,0.075944439,347.3368875,48.66063361,93997.19336,325288.0537,6660840.755,15420698.67,93997.19336,-325288.0537,8529173.611,-17599473.38,19.87327659,1,20.4767457,0.689307862,93415.73774,315670.4801,6623599.501,15109310.82,93415.73774,325027.4359,8482207.337,17490603.13,0.975117348,-0.065655896,0.002609404,19.76089907,1,26.09689644,0.782668923,2074127.644,91440.91756,4.550011488,16.11534444,214343.7064,6496132.225,45.31248814,19.96647392,2.335514357,2.10680537,2.335514357,6.02133073,0.998018817,"LZ","None","N","N","","Puich Eling","","","Y","Re-affixed broken brances for scan, bad scan: likely to overestimate",202.7,0.243340640881494,1.02795549156998,0.156831260911539,0.689307862,20.4767457
63,"S34ArAint","S34ArAint (nob)","Arborescent","Branching-open","Arborescent","Y","Medium","Some branches missing","Aint",469265.6645,482235.6318,12969.96723,2.68954975,2614973.256,460598.7139,460598.7139,24.63367006,1,6839.86884,6370,74509,4634.5,"0.993737479",105.228289,16432781.05,349616.2045,14560768.18,6768.298452,363.7155474,128.9115114,8451.113247,39599.40255,331.3759438,115724.6467,1220.430719,337.957,435.988,227.0641193,1.955061306,1.888788564,1.816687094,1.95273196,2.16610858,2.647929743,3.123328729,2.192449874,1.60227266,1.554345335,1.610930768,1.678545436,28.17897456,3.635787234,482476.2404,2725445.84,58854770.31,193975867.8,482476.2404,-2725445.84,51668718.6,-162943767,24.7277287,1,21.59454775,0.509523589,475636.3713,2739736.25,58610310.75,193666524.4,475636.3713,2722223.417,51388533.77,161876940.2,0.90526735,0.214758293,-0.040349091,24.39640757,1,18.87741228,0.425879399,17286214.02,356321.9496,5.350418844,16.67186416,678232.7688,36509782.17,34.76058404,13.39589349,2.436881411,2.15401211,2.436881411,6.961060988,0.998328807,"LZ","Minor","Y","MAYBE","","","","","Y","",745.09,0.195568946942263,1.35404580307674,0.157665862336697,0.509523589,21.59454775
66,"S31ArAint","S31ArAint (for?)","Arborescent","Branching-open","Arborescent","Y","High","Some branches missing","Aint",92418.57335,94604.86508,2186.291733,2.310971778,394658.1122,12442.46556,12442.46556,16.19485632,1,2146.231363,544,17213,680,"0.993911624",79.0966189,402871.4965,41157.04347,1584985.578,2080.738316,199.8510926,70.02419948,2836.928018,15675.94954,189.5388803,24749.89405,566.4126742,153.5292,205.2544,70.19249461,0.25500183,0.219154251,0.214005995,0.237203903,0.316046165,0.298348391,0.277040228,0.231994904,0.226150068,0.213214377,0.261533413,0.23130119,28.09943831,9.107372137,93594.97548,386085.1682,5344533.94,13387322.38,93594.97548,-386085.0422,6614029.468,-14861720.04,17.65213023,1,13.84288851,0.47619288,91448.71801,327761.9207,5218913.734,11663986.71,91448.71801,388123.9083,6605560.534,14865598.98,1.030963073,-0.326638317,-0.071509305,17.18689238,1,17.01920545,0.525075658,1971070.62,84881.9572,3.874493607,13.67430213,155216.3276,4048652.85,29.27376823,10.48630125,2.360409313,2.103595985,2.360409313,6.085128214,0.998817694,"LZ","Minor","Y","N","GBR, Australia","GBR Expedition, ","","","Y","",172.13,0.273959901714508,1.10264864957661,0.195875867806299,0.47619288,13.84288851
67,"S30DiAhum","S30DiAhum","Digitate","Digitate","Corymbose","Y","Medium","Some branches missing","Ahum",11553.924,12961.03589,1407.111881,10.85647701,39020.87716,9550.064162,9550.064162,9.406423921,1,1567.20204,1424,1835,59,"0.994657205",22.60051157,68028.72664,8801.642598,40796.258,1530.349582,150.8170027,57.77145381,1655.675052,1619.363383,148.2492846,2120.658639,164.212597,56.8209,47.5196,54.022731,2.862480429,2.381544898,1.891802556,1.609207129,1.557429816,1.610549926,1.850949157,1.847361761,1.810421789,1.953134435,2.183638105,2.350112232,2.365852289,0.550593413,12349.7024,43483.32623,371483.5662,732704.4578,12349.7024,-43483.3028,281220.4057,-531381.1671,9.987144197,1,8.54312672,0.479179787,10782.50051,45676.98313,359955.1359,733529.1233,10782.50051,42740.9948,273462.5726,511518.2254,0.694462975,0.961535612,0.009401026,8.820429572,1,6.398133077,0.342295832,84279.74197,10259.21279,1.032621458,5.486254993,17940.355,162255.8762,14.50827774,3.731450427,2.276704264,2.210489825,2.276704264,4.749962651,0.999469593,"LZ","Some","Y","MAYBE","Chagos arch., Indian Ocean","J.S.D.I","","","Y","",18.35,0.484220090039229,1.20376705823255,0.515940429023599,0.479179787,8.54312672
68,"S2MaGpec","S2MaGpec","Massive","Submassive","","P","High","Some edge material missing","Gpec",22433.36029,23482.23096,1048.870668,4.466656809,167753.6645,14549.21907,14549.21907,7.256027363,1,3777.518305,3707,4186,190,"0.995997834",10.67917191,142837.8938,14611.64596,17909.62371,3717.143467,225.677811,76.1318273,3865.272445,3798.254573,220.8152204,4357.698741,234.5660361,70.3868,78.8272,44.9932191,0.899964101,0.938749054,0.999555719,1.043171682,1.088944252,1.108058377,1.077944975,1.069839464,1.01146118,0.975810921,0.912494396,0.90851482,0.995893222,0.073765217,18321.27348,126877.6478,423943.9296,1843911.405,15662.2917,-1.68e-10,420154.7408,-77.67723045,7.256027363,1,3.341360256,0.289218826,14543.75522,131735.8619,414949.7429,1899937.596,15521.23897,0.015460609,427594.6767,102.5671876,0.974581547,2.851745074,0.247811431,250097.1041,0.999999991,27657040.52,26630.11257,144787.2715,14683.071,1.133977771,5.768602216,24533.02895,249807.5232,9.716154806,1.968885202,2.262728084,1.913030313,2.262728084,4.943581769,0.99922674,"LZ","None","Y","N","Phillipines","","","","Y","",41.86,0.666477070905508,1.24778212132871,0.876303880068629,0.289218826,3.341360256
