"campaign","observer","site","transect","species","intercept_cm"
"2011","ahb","Lagoon 1",3,"Heliopora spp",42
"2011","ahb","Lagoon 1",3,"Dipsastraea pallida",9
"2011","ahb","Lagoon 1",3,"Danafungia scruposa",8
"2011","ahb","Lagoon 1",3,"Danafungia scruposa",9
"2011","ahb","Lagoon 1",3,"Echinopora lamellosa",12
"2011","ahb","Lagoon 1",3,"Echinopora lamellosa",25
"2011","ahb","Lagoon 1",3,"Echinopora lamellosa",35
"2011","ahb","Lagoon 1",4,"Sarcophytum spp",20
"2011","ahb","Lagoon 1",4,"Porites massive",11
"2011","ahb","Lagoon 1",4,"Porites massive",20
"2011","ahb","Lagoon 1",4,"Porites massive",10
"2011","ahb","Lagoon 1",4,"Porites massive",11
"2011","ahb","Lagoon 1",4,"Sinularia spp",28
"2011","ahb","Lagoon 1",4,"Sinularia spp",35
"2011","ahb","Lagoon 1",4,"Sinularia spp",25
"2011","ahb","Lagoon 1",4,"Sinularia spp",18
"2011","ahb","Lagoon 1",4,"Goniopora spp",6
"2011","ahb","Lagoon 1",4,"Favites halicora",22
"2011","ahb","Lagoon 1",4,"Favites halicora",8
"2011","ahb","Lagoon 1",4,"Coscinaraea columna",8
"2011","ahb","Lagoon 1",4,"Coscinaraea columna",5
"2011","ahb","Lagoon 1",4,"Coscinaraea columna",18
"2011","ahb","Lagoon 1",4,"Coscinaraea columna",5
"2011","ahb","Lagoon 1",4,"Acropora gemmifera",6
"2011","ahb","Lagoon 1",4,"Galaxea fascicularis",6
"2011","ahb","Lagoon 1",4,"Platygyra sinensis",25
"2011","ahb","Lagoon 1",4,"Echinopora horrida",16
"2011","ahb","Lagoon 1",4,"Porites cylindrica",8
"2011","ahb","Lagoon 1",4,"Porites cylindrica",10
"2011","ahb","Lagoon 1",4,"Porites cylindrica",9
"2011","ahb","Lagoon 1",4,"Porites rus",10
"2011","ahb","Lagoon 1",4,"Acropora tenuis",8
"2011","ahb","Lagoon 1",5,"Lithophyllon repanda",10
"2011","ahb","Lagoon 1",5,"Fungia fungites",8
"2011","ahb","Lagoon 1",5,"Porites massive",12
"2011","ahb","Lagoon 1",5,"Sinularia spp",12
"2011","ahb","Lagoon 1",5,"Turbinaria stellulata",7
"2011","ahb","Lagoon 1",5,"Porites annae",6
"2011","ahb","Lagoon 1",5,"Porites annae",7
"2011","ahb","Lagoon 1",5,"Goniopora spp",11
"2011","ahb","Lagoon 1",5,"Goniastrea retiformis",18
"2011","ahb","Lagoon 1",5,"Goniastrea retiformis",7
"2011","ahb","Lagoon 1",5,"Goniastrea retiformis",10
"2011","ahb","Lagoon 1",5,"Lobophyllia radians",12
"2011","ahb","Lagoon 1",5,"Coscinaraea columna",5
"2011","ahb","Lagoon 1",5,"Goniastrea favulus",16
"2011","ahb","Lagoon 1",5,"Galaxea fascicularis",8
"2011","ahb","Lagoon 1",5,"Porites cylindrica",9
"2011","ahb","Lagoon 1",5,"Porites cylindrica",9
"2011","ahb","Lagoon 1",5,"Porites cylindrica",10
"2011","ahb","Lagoon 1",6,"Sarcophytum spp",8
"2011","ahb","Lagoon 1",6,"Sarcophytum spp",13
"2011","ahb","Lagoon 1",6,"Sarcophytum spp",11
"2011","ahb","Lagoon 1",6,"Sarcophytum spp",6
"2011","ahb","Lagoon 1",6,"Sarcophytum spp",6
"2011","ahb","Lagoon 1",6,"Fungia fungites",6
"2011","ahb","Lagoon 1",6,"Porites massive",18
"2011","ahb","Lagoon 1",6,"Porites massive",7
"2011","ahb","Lagoon 1",6,"Porites massive",8
"2011","ahb","Lagoon 1",6,"Sinularia spp",6
"2011","ahb","Lagoon 1",6,"Sinularia spp",14
"2011","ahb","Lagoon 1",6,"Sinularia spp",10
"2011","ahb","Lagoon 1",6,"Sinularia spp",6
"2011","ahb","Lagoon 1",6,"Sinularia spp",18
"2011","ahb","Lagoon 1",6,"Sinularia spp",8
"2011","ahb","Lagoon 1",6,"Sinularia spp",6
"2011","ahb","Lagoon 1",6,"Sinularia spp",8
"2011","ahb","Lagoon 1",6,"Sinularia spp",11
"2011","ahb","Lagoon 1",6,"Sinularia spp",14
"2011","ahb","Lagoon 1",6,"Sinularia spp",12
"2011","ahb","Lagoon 1",6,"Sinularia spp",10
"2011","ahb","Lagoon 1",6,"Sinularia spp",8
"2011","ahb","Lagoon 1",6,"Sinularia spp",10
"2011","ahb","Lagoon 1",6,"Sinularia spp",12
"2011","ahb","Lagoon 1",6,"Sinularia spp",25
"2011","ahb","Lagoon 1",6,"Sinularia spp",18
"2011","ahb","Lagoon 1",6,"Sinularia spp",50
"2011","ahb","Lagoon 1",6,"Psammocora contigua",12
"2011","ahb","Lagoon 1",6,"Turbinaria stellulata",12
"2011","ahb","Lagoon 1",6,"Turbinaria stellulata",20
"2011","ahb","Lagoon 1",6,"Goniastrea retiformis",25
"2011","ahb","Lagoon 1",6,"Coeloseris mayeri",9
"2011","ahb","Lagoon 1",6,"Platygyra daedalea",14
"2011","ahb","Lagoon 1",6,"Platygyra daedalea",8
"2011","ahb","Lagoon 1",6,"Goniastrea favulus",8
"2011","ahb","Lagoon 1",6,"Goniastrea favulus",22
"2011","ahb","Lagoon 1",6,"Lobophyllia hemprichii",11
"2011","ahb","Lagoon 1",6,"Acropora spathulata",12
"2011","ahb","Lagoon 2",1,"Acropora horrida",350
"2011","ahb","Lagoon 2",1,"Porites cylindrica",55
"2011","ahb","Lagoon 2",1,"Hydnophora rigida",25
"2011","ahb","Lagoon 2",1,"Hydnophora rigida",15
"2011","ahb","Lagoon 2",1,"Hydnophora rigida",12
"2011","ahb","Lagoon 2",1,"Hydnophora rigida",14
"2011","ahb","Lagoon 2",2,"Hydnophora rigida",35
"2011","ahb","Lagoon 2",2,"Astreopora myriophthalma",5
"2011","ahb","Lagoon 2",2,"Astreopora myriophthalma",11
"2011","ahb","Lagoon 2",2,"Porites lichen",11
"2011","ahb","Lagoon 2",2,"Sarcophytum spp",6
"2011","ahb","Lagoon 2",2,"Sarcophytum spp",16
"2011","ahb","Lagoon 2",2,"Sarcophytum spp",12
"2011","ahb","Lagoon 2",2,"Sarcophytum spp",13
"2011","ahb","Lagoon 2",2,"Sarcophytum spp",15
"2011","ahb","Lagoon 2",2,"Pleuractis paumotensis",8
"2011","ahb","Lagoon 2",2,"Sinularia spp",22
"2011","ahb","Lagoon 2",2,"Sinularia spp",35
"2011","ahb","Lagoon 2",2,"Acropora tenuis",11
"2011","ahb","Lagoon 2",2,"Stylophora pistillata",20
"2011","ahb","Lagoon 2",2,"Dipsastraea lizardensis",72
"2011","ahb","Lagoon 2",3,"Hydnophora rigida",26
"2011","ahb","Lagoon 2",3,"Hydnophora rigida",17
"2011","ahb","Lagoon 2",3,"Sarcophytum spp",10
"2011","ahb","Lagoon 2",3,"Porites massive",10
"2011","ahb","Lagoon 2",3,"Coeloseris mayeri",32
"2011","ahb","Lagoon 2",3,"Acropora elseyi",115
"2011","ahb","Lagoon 2",3,"Echinopora horrida",8
"2011","ahb","Lagoon 2",3,"Acropora muricata",35
"2011","ahb","Lagoon 2",3,"Acropora muricata",80
"2011","ahb","Lagoon 2",3,"Acropora muricata",12
"2011","ahb","Lagoon 2",4,"Acropora horrida",120
"2011","ahb","Lagoon 2",4,"Acropora horrida",30
"2011","ahb","Lagoon 2",4,"Porites cylindrica",70
"2011","ahb","Lagoon 2",4,"Porites cylindrica",40
"2011","ahb","Lagoon 2",4,"Porites lichen",5
"2011","ahb","Lagoon 2",4,"Sinularia spp",12
"2011","ahb","Lagoon 2",4,"Sinularia spp",13
"2011","ahb","Lagoon 2",4,"Sinularia spp",35
"2011","ahb","Lagoon 2",4,"Sinularia spp",25
"2011","ahb","Lagoon 2",4,"Sinularia spp",10
"2011","ahb","Lagoon 2",4,"Sinularia spp",28
"2011","ahb","Lagoon 2",4,"Stylophora pistillata",22
"2011","ahb","Lagoon 2",4,"Porites massive",12
"2011","ahb","Lagoon 2",4,"Porites massive",40
"2011","ahb","Lagoon 2",4,"Porites massive",10
"2011","ahb","Lagoon 2",4,"Porites massive",11
"2011","ahb","Lagoon 2",4,"Echinopora horrida",35
"2011","ahb","Lagoon 2",4,"Lobophyllia hemprichii",15
"2011","ahb","Lagoon 2",4,"Acropora millepora",28
"2011","ahb","Lagoon 2",5,"Acropora horrida",120
"2011","ahb","Lagoon 2",5,"Acropora horrida",8
"2011","ahb","Lagoon 2",5,"Acropora horrida",30
"2011","ahb","Lagoon 2",5,"Porites lichen",12
"2011","ahb","Lagoon 2",5,"Porites lichen",11
"2011","ahb","Lagoon 2",5,"Porites lichen",8
"2011","ahb","Lagoon 2",5,"Porites lichen",16
"2011","ahb","Lagoon 2",5,"Porites lichen",24
"2011","ahb","Lagoon 2",5,"Porites lichen",25
"2011","ahb","Lagoon 2",5,"Porites lichen",30
"2011","ahb","Lagoon 2",5,"Porites lichen",80
"2011","ahb","Lagoon 2",5,"Sinularia spp",60
"2011","ahb","Lagoon 2",5,"Sinularia spp",12
"2011","ahb","Lagoon 2",5,"Porites massive",31
"2011","ahb","Lagoon 2",5,"Acropora nasuta",32
"2011","ahb","Lagoon 1",5,"Psammocora contigua",42
"2011","ahb","Lagoon 2",5,"Lithophyllon repanda",12
"2011","ahb","Lagoon 2",6,"Porites lichen",12
"2011","ahb","Lagoon 2",6,"Sarcophytum spp",15
"2011","ahb","Lagoon 2",6,"Sarcophytum spp",25
"2011","ahb","Lagoon 2",6,"Sarcophytum spp",35
"2011","ahb","Lagoon 2",6,"Sinularia spp",42
"2011","ahb","Lagoon 2",6,"Stylophora pistillata",8
"2011","ahb","Lagoon 2",6,"Porites massive",16
"2011","ahb","Lagoon 2",6,"Millepora spp",20
"2011","ahb","Lagoon 2",6,"Millepora spp",70
"2011","ahb","Lagoon 2",6,"Coscinaraea columna",12
"2011","ahb","Horseshoe",1,"Acropora muricata",220
"2011","ahb","Horseshoe",1,"Acropora muricata",30
"2011","ahb","Horseshoe",1,"Acropora muricata",12
"2011","ahb","Horseshoe",1,"Acropora muricata",50
"2011","ahb","Horseshoe",1,"Acropora austera",60
"2011","ahb","Horseshoe",1,"Acropora austera",15
"2011","ahb","Horseshoe",1,"Acropora hyacinthus",15
"2011","ahb","Horseshoe",1,"Acropora hyacinthus",18
"2011","ahb","Horseshoe",1,"Montipora grisea",31
"2011","ahb","Horseshoe",1,"Acropora gemmifera",12
"2011","ahb","Horseshoe",1,"Echinopora lamellosa",51
"2011","ahb","Horseshoe",1,"Sarcophytum spp",15
"2011","ahb","Horseshoe",1,"Sarcophytum spp",12
"2011","ahb","Horseshoe",1,"Sarcophytum spp",6
"2011","ahb","Horseshoe",1,"Sarcophytum spp",8
"2011","ahb","Horseshoe",1,"Sarcophytum spp",10
"2011","ahb","Horseshoe",1,"Sarcophytum spp",7
"2011","ahb","Horseshoe",1,"Montipora crassituberculata",13
"2011","ahb","Horseshoe",1,"Montipora crassituberculata",30
"2011","ahb","Horseshoe",1,"Montipora crassituberculata",30
"2011","ahb","Horseshoe",1,"Porites massive",60
"2011","ahb","Horseshoe",1,"Acropora nasuta",18
"2011","ahb","Horseshoe",1,"Sinularia spp",35
"2011","ahb","Horseshoe",2,"Acropora muricata",30
"2011","ahb","Horseshoe",2,"Acropora muricata",120
"2011","ahb","Horseshoe",2,"Porites massive",10
"2011","ahb","Horseshoe",2,"Porites massive",12
"2011","ahb","Horseshoe",2,"Porites massive",20
"2011","ahb","Horseshoe",2,"Sinularia spp",17
"2011","ahb","Horseshoe",2,"Sinularia spp",8
"2011","ahb","Horseshoe",2,"Sinularia spp",10
"2011","ahb","Horseshoe",2,"Sinularia spp",15
"2011","ahb","Horseshoe",2,"Sinularia spp",8
"2011","ahb","Horseshoe",2,"Sinularia spp",13
"2011","ahb","Horseshoe",2,"Acropora yongei",10
"2011","ahb","Horseshoe",2,"Acropora yongei",85
"2011","ahb","Horseshoe",2,"Acropora elseyi",70
"2011","ahb","Horseshoe",2,"Acropora tenuis",28
"2011","ahb","Horseshoe",2,"Montipora incrassata",42
"2011","ahb","Horseshoe",2,"Montipora incrassata",11
"2011","ahb","Horseshoe",2,"Acropora sarmentosa",6
"2011","ahb","Horseshoe",2,"Goniopora spp",8
"2011","ahb","Horseshoe",2,"Pocillopora damicornis",8
"2011","ahb","Horseshoe",2,"Isopora palifera",14
"2011","ahb","Horseshoe",3,"Sarcophytum spp",13
"2011","ahb","Horseshoe",3,"Sarcophytum spp",12
"2011","ahb","Horseshoe",3,"Porites massive",15
"2011","ahb","Horseshoe",3,"Porites massive",70
"2011","ahb","Horseshoe",3,"Porites massive",80
"2011","ahb","Horseshoe",3,"Porites massive",15
"2011","ahb","Horseshoe",3,"Porites massive",21
"2011","ahb","Horseshoe",3,"Porites massive",40
"2011","ahb","Horseshoe",3,"Sinularia spp",30
"2011","ahb","Horseshoe",3,"Sinularia spp",35
"2011","ahb","Horseshoe",3,"Sinularia spp",16
"2011","ahb","Horseshoe",3,"Sinularia spp",18
"2011","ahb","Horseshoe",3,"Sinularia spp",21
"2011","ahb","Horseshoe",3,"Sinularia spp",30
"2011","ahb","Horseshoe",3,"Sinularia spp",12
"2011","ahb","Horseshoe",3,"Sinularia spp",12
"2011","ahb","Horseshoe",3,"Sinularia spp",8
"2011","ahb","Horseshoe",3,"Sinularia spp",24
"2011","ahb","Horseshoe",3,"Sinularia spp",22
"2011","ahb","Horseshoe",3,"Sinularia spp",20
"2011","ahb","Horseshoe",3,"Sinularia spp",35
"2011","ahb","Horseshoe",3,"Sinularia spp",20
"2011","ahb","Horseshoe",3,"Porites lichen",18
"2011","ahb","Horseshoe",3,"Stylophora pistillata",10
"2011","ahb","Horseshoe",3,"Halomitra pileus",11
"2011","ahb","Horseshoe",4,"Acropora muricata",35
"2011","ahb","Horseshoe",4,"Acropora muricata",60
"2011","ahb","Horseshoe",4,"Porites massive",35
"2011","ahb","Horseshoe",4,"Porites massive",12
"2011","ahb","Horseshoe",4,"Porites massive",8
"2011","ahb","Horseshoe",4,"Acropora nasuta",10
"2011","ahb","Horseshoe",4,"Sinularia spp",10
"2011","ahb","Horseshoe",4,"Sinularia spp",15
"2011","ahb","Horseshoe",4,"Sinularia spp",12
"2011","ahb","Horseshoe",4,"Sinularia spp",15
"2011","ahb","Horseshoe",4,"Sinularia spp",8
"2011","ahb","Horseshoe",4,"Sinularia spp",30
"2011","ahb","Horseshoe",4,"Sinularia spp",40
"2011","ahb","Horseshoe",4,"Sinularia spp",25
"2011","ahb","Horseshoe",4,"Pocillopora damicornis",13
"2011","ahb","Horseshoe",4,"Isopora palifera",12
"2011","ahb","Horseshoe",4,"Goniastrea retiformis",5
"2011","ahb","Horseshoe",4,"Lobophytum spp",30
"2011","ahb","Horseshoe",4,"Goniastrea pectinata",18
"2011","ahb","Horseshoe",4,"Platygyra sinensis",17
"2011","ahb","Horseshoe",4,"Porites lichen",25
"2011","ahb","Horseshoe",5,"Acropora muricata",45
"2011","ahb","Horseshoe",5,"Montipora grisea",30
"2011","ahb","Horseshoe",5,"Montipora crassituberculata",20
"2011","ahb","Horseshoe",5,"Acropora nasuta",11
"2011","ahb","Horseshoe",5,"Sinularia spp",15
"2011","ahb","Horseshoe",5,"Sinularia spp",22
"2011","ahb","Horseshoe",5,"Sinularia spp",15
"2011","ahb","Horseshoe",5,"Sinularia spp",25
"2011","ahb","Horseshoe",5,"Sinularia spp",12
"2011","ahb","Horseshoe",5,"Acropora yongei",8
"2011","ahb","Horseshoe",5,"Acropora elseyi",18
"2011","ahb","Horseshoe",5,"Acropora elseyi",15
"2011","ahb","Horseshoe",5,"Montipora undata",26
"2011","ahb","Horseshoe",5,"Acropora florida",20
"2011","ahb","Horseshoe",5,"Pocillopora damicornis",10
"2011","ahb","Horseshoe",5,"Stylophora pistillata",22
"2011","ahb","Horseshoe",5,"Acropora loripes",11
"2011","ahb","Horseshoe",6,"Porites massive",50
"2011","ahb","Horseshoe",6,"Porites massive",10
"2011","ahb","Horseshoe",6,"Sinularia spp",22
"2011","ahb","Horseshoe",6,"Sinularia spp",6
"2011","ahb","Horseshoe",6,"Sinularia spp",8
"2011","ahb","Horseshoe",6,"Sinularia spp",40
"2011","ahb","Horseshoe",6,"Sinularia spp",30
"2011","ahb","Horseshoe",6,"Sinularia spp",50
"2011","ahb","Horseshoe",6,"Sinularia spp",8
"2011","ahb","Horseshoe",6,"Sinularia spp",35
"2011","ahb","Horseshoe",6,"Sinularia spp",30
"2011","ahb","Horseshoe",6,"Sinularia spp",21
"2011","ahb","Horseshoe",6,"Sinularia spp",15
"2011","ahb","Horseshoe",6,"Sinularia spp",11
"2011","ahb","Horseshoe",6,"Sinularia spp",30
"2011","ahb","Horseshoe",6,"Sinularia spp",50
"2011","ahb","Horseshoe",6,"Sinularia spp",40
"2011","ahb","Horseshoe",6,"Montipora undata",8
"2011","ahb","Horseshoe",6,"Dipsastraea pallida",12
"2011","ahb","Horseshoe",6,"Montipora aequituberculata",12
"2011","ahb","Horseshoe",6,"Acropora digitifera",34
"2011","ahb","Horseshoe",6,"Isopora palifera",31
"2011","ahb","Horseshoe",6,"Porites lichen",22
"2011","ahb","Horseshoe",6,"Goniastrea retiformis",12
"2014","TB","Horseshoe",1,"Acropora muricata",21
"2014","TB","Horseshoe",1,"Acropora yongei",153
"2014","TB","Horseshoe",1,"Acropora tenuis",5
"2014","TB","Horseshoe",1,"Acropora hyacinthus",13
"2014","TB","Horseshoe",1,"Acropora muricata",17
"2014","TB","Horseshoe",1,"Acropora gemmifera",35
"2014","TB","Horseshoe",1,"Acropora sarmentosa",12
"2014","TB","Horseshoe",1,"Porites massive",34
"2014","TB","Horseshoe",1,"Porites massive",12
"2014","TB","Horseshoe",1,"Sinularia sp.",91
"2014","TB","Horseshoe",1,"Sinularia sp.",69
"2014","TB","Horseshoe",1,"Sinularia sp.",29
"2014","TB","Horseshoe",1,"Sarcophyton sp.",47
"2014","TB","Horseshoe",1,"Isopora palifera",13
"2014","TB","Horseshoe",1,"Lobophyllia hemphrichii",7
"2014","TB","Horseshoe",2,"Acropora muricata",18
"2014","TB","Horseshoe",2,"Acropora muricata",5
"2014","TB","Horseshoe",2,"Acropora gemmifera",3
"2014","TB","Horseshoe",2,"Acropora florida",9
"2014","TB","Horseshoe",2,"Acropora tenuis",16
"2014","TB","Horseshoe",2,"Acropora loripes",4
"2014","TB","Horseshoe",2,"Porites massive",42
"2014","TB","Horseshoe",2,"Porites massive",14
"2014","TB","Horseshoe",2,"Sinularia sp.",19
"2014","TB","Horseshoe",2,"Sinularia sp.",18
"2014","TB","Horseshoe",2,"Sinularia sp.",33
"2014","TB","Horseshoe",2,"Sinularia sp.",14
"2014","TB","Horseshoe",2,"Sarcophyton sp.",9
"2014","TB","Horseshoe",2,"Sarcophyton sp.",6
"2014","TB","Horseshoe",2,"Sarcophyton sp.",13
"2014","TB","Horseshoe",2,"Isopora palifera",6
"2014","TB","Horseshoe",2,"Isopora palifera",7
"2014","TB","Horseshoe",2,"Isis hippurus",21
"2014","TB","Horseshoe",2,"Isis hippurus",9
"2014","TB","Horseshoe",2,"Diploastrea heliopora",140
"2014","TB","Horseshoe",3,"Acropora intermedia",30
"2014","TB","Horseshoe",3,"Acropora gemmifera",16
"2014","TB","Horseshoe",3,"Acropora muricata",12
"2014","TB","Horseshoe",3,"Acropora muricata",38
"2014","TB","Horseshoe",3,"Acropora muricata",4
"2014","TB","Horseshoe",3,"Acropora valida",6
"2014","TB","Horseshoe",3,"Montipora danae",7
"2014","TB","Horseshoe",3,"Montipora tuberculosa",9
"2014","TB","Horseshoe",3,"Montipora tuberculosa",17
"2014","TB","Horseshoe",3,"Porites massive",14
"2014","TB","Horseshoe",3,"Seriatopora hystrix",12
"2014","TB","Horseshoe",3,"Sinularia sp.",43
"2014","TB","Horseshoe",3,"Sinularia sp.",12
"2014","TB","Horseshoe",3,"Sarcophyton sp.",19
"2014","TB","Horseshoe",3,"Isopora palifera",4
"2014","TB","Horseshoe",3,"Isopora palifera",6
"2014","TB","Horseshoe",3,"Isis hippurus",7
"2014","TB","Horseshoe",3,"Platygyra pini",16
"2014","TB","Horseshoe",4,"Acropora cytherea",6
"2014","TB","Horseshoe",4,"Acropora sp. ",4
"2014","TB","Horseshoe",4,"Acropora nasuta",9
"2014","TB","Horseshoe",4,"Acropora florida",122
"2014","TB","Horseshoe",4,"Favia pallida",5
"2014","TB","Horseshoe",4,"Montipora aequituberculata",11
"2014","TB","Horseshoe",4,"Montipora aequituberculata",23
"2014","TB","Horseshoe",4,"Porites massive",21
"2014","TB","Horseshoe",4,"Porites massive",82
"2014","TB","Horseshoe",4,"Sinularia sp.",30
"2014","TB","Horseshoe",4,"Sinularia sp.",102
"2014","TB","Horseshoe",4,"Sinularia sp.",24
"2014","TB","Horseshoe",4,"Sinularia sp.",43
"2014","TB","Horseshoe",4,"Sarcophyton sp.",9
"2014","TB","Horseshoe",4,"Sarcophyton sp.",11
"2014","TB","Horseshoe",4,"Sarcophyton sp.",8
"2014","TB","Horseshoe",4,"Sarcophyton sp.",19
"2014","TB","Horseshoe",4,"Sarcophyton sp.",15
"2014","TB","Horseshoe",4,"Sarcophyton sp.",58
"2014","TB","Horseshoe",4,"Isis hippurus",16
"2014","TB","Horseshoe",4,"Isopora palifera",4
"2014","TB","Horseshoe",4,"Isopora palifera",12
"2014","TB","Horseshoe",4,"Lobophyllia hemphrichii",4
"2014","TB","Horseshoe",5,"Acropora elseyi",21
"2014","TB","Horseshoe",5,"Acropora elseyi",6
"2014","TB","Horseshoe",5,"Acropora elseyi",3
"2014","TB","Horseshoe",5,"Acropora elseyi",10
"2014","TB","Horseshoe",5,"Acropora sarmentosa",10
"2014","TB","Horseshoe",5,"Acropora muricata",16
"2014","TB","Horseshoe",5,"Acropora muricata",15
"2014","TB","Horseshoe",5,"Acropora muricata",17
"2014","TB","Horseshoe",5,"Acropora gemmifera",4
"2014","TB","Horseshoe",5,"Acropora sp. Fat dig",8
"2014","TB","Horseshoe",5,"Acropora intermedia",5
"2014","TB","Horseshoe",5,"Acropora spathulata",28
"2014","TB","Horseshoe",5,"Montipora undata",9
"2014","TB","Horseshoe",5,"Montipora undata",7
"2014","TB","Horseshoe",5,"Montipora undata",18
"2014","TB","Horseshoe",5,"Montipora undata",8
"2014","TB","Horseshoe",5,"Montipora undata",19
"2014","TB","Horseshoe",5,"Porites massive",11
"2014","TB","Horseshoe",5,"Porites massive",25
"2014","TB","Horseshoe",5,"Porites massive",16
"2014","TB","Horseshoe",5,"Porites massive",24
"2014","TB","Horseshoe",5,"Porites massive",5
"2014","TB","Horseshoe",5,"Porites massive",16
"2014","TB","Horseshoe",5,"Sinularia sp.",12
"2014","TB","Horseshoe",5,"Sinularia sp.",29
"2014","TB","Horseshoe",5,"Sarcophyton sp.",15
"2014","TB","Horseshoe",5,"Sarcophyton sp.",7
"2014","TB","Horseshoe",5,"Lobophyllia hemphrichii",90
"2014","TB","Horseshoe",5,"Echinopora lamellosa",35
"2014","TB","Lagoon 1",1,"Acropora nasuta",31
"2014","TB","Lagoon 1",1,"Acropora digitifera",6
"2014","TB","Lagoon 1",1,"Acropora digitifera",6
"2014","TB","Lagoon 1",1,"Goniastrea edwardsi",4
"2014","TB","Lagoon 1",1,"Favites abdita",9
"2014","TB","Lagoon 1",1,"Favites abdita",8
"2014","TB","Lagoon 1",1,"Favia pallida",7
"2014","TB","Lagoon 1",1,"Goniastrea edwardsi",11
"2014","TB","Lagoon 1",1,"Goniastrea edwardsi",12
"2014","TB","Lagoon 1",1,"Favia stelligera",8
"2014","TB","Lagoon 1",1,"Psammocora superficialis",4
"2014","TB","Lagoon 1",1,"Porites cylindrica",32
"2014","TB","Lagoon 1",1,"Porites massive",9
"2014","TB","Lagoon 1",1,"Porites cylindrica",8
"2014","TB","Lagoon 1",1,"Porites cylindrica",3
"2014","TB","Lagoon 1",1,"Porites cylindrica",3
"2014","TB","Lagoon 1",1,"Porites annae",5
"2014","TB","Lagoon 1",1,"Porites annae",7
"2014","TB","Lagoon 1",1,"Porites annae",6
"2014","TB","Lagoon 1",1,"Sinularia sp.",74
"2014","TB","Lagoon 1",1,"Sarcophyton sp.",21
"2014","TB","Lagoon 1",1,"Sarcophyton sp.",33
"2014","TB","Lagoon 1",1,"Sarcophyton sp.",29
"2014","TB","Lagoon 1",1,"Lobophyllia hemphrichii",17
"2014","TB","Lagoon 1",1,"Lobophyllia hemphrichii",66
"2014","TB","Lagoon 1",1,"Platygyra sinensis",16
"2014","TB","Lagoon 1",1,"Goniastrea sp.",33
"2014","TB","Lagoon 1",2,"Acropora nasuta",10
"2014","TB","Lagoon 1",2,"Acropora nasuta",6
"2014","TB","Lagoon 1",2,"Acropora humilis",4
"2014","TB","Lagoon 1",2,"Favites abdita",6
"2014","TB","Lagoon 1",2,"Leptastrea transversa",5
"2014","TB","Lagoon 1",2,"Goniastrea retiformis",33
"2014","TB","Lagoon 1",2,"Goniastrea retiformis",10
"2014","TB","Lagoon 1",2,"Pocillopora damicornis",18
"2014","TB","Lagoon 1",2,"Pocillopora damicornis",7
"2014","TB","Lagoon 1",2,"Pocillopora damicornis",7
"2014","TB","Lagoon 1",2,"Porites cylindrica",8
"2014","TB","Lagoon 1",2,"Porites cylindrica",4
"2014","TB","Lagoon 1",2,"Porites cylindrica",12
"2014","TB","Lagoon 1",2,"Porites cylindrica",19
"2014","TB","Lagoon 1",2,"Leptoria phrygia",40
"2014","TB","Lagoon 1",2,"Ctenactis echinata",14
"2014","TB","Lagoon 1",2,"Ctenactis echinata",5
"2014","TB","Lagoon 1",2,"Sarcophyton sp.",50
"2014","TB","Lagoon 1",2,"Sarcophyton sp.",68
"2014","TB","Lagoon 1",2,"Sinularia sp.",34
"2014","TB","Lagoon 1",2,"Heliopora coerulea",13
"2014","TB","Lagoon 1",2,"Platygyra daedalea",7
"2014","TB","Lagoon 1",3,"Acropora loripes",7
"2014","TB","Lagoon 1",3,"Acropora valida",11
"2014","TB","Lagoon 1",3,"Favites abdita",7
"2014","TB","Lagoon 1",3,"Favites abdita",13
"2014","TB","Lagoon 1",3,"Favites abdita",16
"2014","TB","Lagoon 1",3,"Pocillopora damicornis",9
"2014","TB","Lagoon 1",3,"Porites cylindrica",4
"2014","TB","Lagoon 1",3,"Sandalolitha robusta",8
"2014","TB","Lagoon 1",3,"Sarcophyton sp.",8
"2014","TB","Lagoon 1",3,"Sarcophyton sp.",21
"2014","TB","Lagoon 1",3,"Sarcophyton sp.",10
"2014","TB","Lagoon 1",3,"Sarcophyton sp.",6
"2014","TB","Lagoon 1",3,"Sarcophyton sp.",7
"2014","TB","Lagoon 1",3,"Sarcophyton sp.",12
"2014","TB","Lagoon 1",3,"Sarcophyton sp.",43
"2014","TB","Lagoon 1",3,"Sarcophyton sp.",11
"2014","TB","Lagoon 1",3,"Sarcophyton sp.",50
"2014","TB","Lagoon 1",3,"Sarcophyton sp.",16
"2014","TB","Lagoon 1",3,"Sarcophyton sp.",24
"2014","TB","Lagoon 2",3,"Coscinarea columna",4
"2014","TB","Lagoon 1",4,"Favites abdita",7
"2014","TB","Lagoon 1",4,"Favites abdita",13
"2014","TB","Lagoon 1",4,"Psammocora haimeana",7
"2014","TB","Lagoon 1",4,"Psammocora haimeana",7
"2014","TB","Lagoon 1",4,"Psammocora haimeana",15
"2014","TB","Lagoon 1",4,"Psammocora haimeana",5
"2014","TB","Lagoon 1",4,"Psammocora haimeana",12
"2014","TB","Lagoon 1",4,"Porites annae",6
"2014","TB","Lagoon 1",4,"Porites annae",7
"2014","TB","Lagoon 1",4,"Porites annae",7
"2014","TB","Lagoon 1",4,"Porites annae",11
"2014","TB","Lagoon 1",4,"Pocillopora damicornis",12
"2014","TB","Lagoon 1",4,"Porites cylindrica",4
