"campaign","observer","site","transect","species","intercept_cm"
"2015","TB","Lagoon 1",3,"soft",4
"2015","TB","Lagoon 1",3,"soft",7
"2015","TB","Lagoon 1",3,"soft",10
"2015","TB","Lagoon 1",3,"soft",12
"2015","TB","Lagoon 1",3,"soft",16
"2015","TB","Lagoon 1",3,"soft",30
"2015","TB","Lagoon 1",3,"Montipora digitata",5
"2015","TB","Lagoon 1",3,"Palythoa",5
"2015","TB","Lagoon 1",3,"Pocillopora damicornis",4
"2015","TB","Lagoon 1",3,"Porites cylindrica",4
"2015","TB","Lagoon 1",3,"Porites massive",3
"2015","TB","Lagoon 1",3,"Porites massive",2
"2015","TB","Lagoon 1",3,"Porites massive",8
"2015","TB","Lagoon 1",3,"Porites massive",10
"2015","TB","Lagoon 1",3,"soft",12
"2015","TB","Lagoon 1",3,"soft",75
"2015","TB","Lagoon 1",4,"Favites abdita",5
"2015","TB","Lagoon 1",4,"Favites abdita",4
"2015","TB","Lagoon 1",4,"Favites halicora",19
"2015","TB","Lagoon 1",4,"Favites halicora",3
"2015","TB","Lagoon 1",4,"Galaxea fascicularis",9
"2015","TB","Lagoon 1",4,"Goniastrea edwardsi",5
"2015","TB","Lagoon 1",4,"Goniastrea edwardsi",47
"2015","TB","Lagoon 1",4,"Goniastrea edwardsi",16
"2015","TB","Lagoon 1",4,"Goniastrea edwardsi",10
"2015","TB","Lagoon 1",4,"Goniopora sp",12
"2015","TB","Lagoon 1",4,"Heliopora",3
"2015","TB","Lagoon 1",4,"Leptastrea pruinosa",20
"2015","TB","Lagoon 1",4,"soft",32
"2015","TB","Lagoon 1",4,"soft",10
"2015","TB","Lagoon 1",4,"soft",39
"2015","TB","Lagoon 1",4,"soft",45
"2015","TB","Lagoon 1",4,"Platygyra daedalea",16
"2015","TB","Lagoon 1",4,"Platygyra daedalea",8
"2015","TB","Lagoon 1",4,"Platygyra daedalea",9
"2015","TB","Lagoon 1",4,"Pocillopora damicornis",11
"2015","TB","Lagoon 1",4,"Pocillopora damicornis",14
"2015","TB","Lagoon 1",4,"Porites cylindrica",3
"2015","TB","Lagoon 1",4,"Porites cylindrica",6
"2015","TB","Lagoon 1",4,"Porites massive",7
"2015","TB","Lagoon 1",4,"Porites massive",6
"2015","TB","Lagoon 1",4,"Porites massive",4
"2015","TB","Lagoon 1",4,"Porites massive",12
"2015","TB","Lagoon 1",5,"Acropora gemmifera",29
"2015","TB","Lagoon 1",5,"Acropora spathulata",19
"2015","TB","Lagoon 1",5,"Dipsastraea lizardensis",15
"2015","TB","Lagoon 1",5,"Goniastrea edwardsi",30
"2015","TB","Lagoon 1",5,"Goniastrea pectinata",25
"2015","TB","Lagoon 1",5,"Goniopora sp",28
"2015","TB","Lagoon 1",5,"Goniopora sp",1
"2015","TB","Lagoon 1",5,"Goniopora sp",35
"2015","TB","Lagoon 1",5,"Goniopora sp",16
"2015","TB","Lagoon 1",5,"Lobophyllia radians",15
"2015","TB","Lagoon 1",5,"soft",9
"2015","TB","Lagoon 1",5,"soft",14
"2015","TB","Lagoon 1",5,"Pleuractis paumotensis",16
"2015","TB","Lagoon 1",5,"Pocillopora damicornis",12
"2015","TB","Lagoon 1",5,"Pocillopora damicornis",10
"2015","TB","Lagoon 1",5,"Porites cylindrica",10
"2015","TB","Lagoon 1",5,"Porites massive",26
"2015","TB","Lagoon 1",5,"Porites massive",10
"2015","TB","Lagoon 1",5,"Porites massive",12
"2015","TB","Lagoon 1",5,"Porites massive",20
"2015","TB","Lagoon 1",5,"soft",30
"2015","TB","Lagoon 1",5,"soft",45
"2015","TB","Lagoon 1",5,"soft",20
"2015","TB","Lagoon 1",5,"soft",31
"2015","TB","Lagoon 2",1,"Acropora humilis",16
"2015","TB","Lagoon 2",1,"Acropora intermedia",60
"2015","TB","Lagoon 2",1,"Acropora muricata",45
"2015","TB","Lagoon 2",1,"Acropora muricata",5
"2015","TB","Lagoon 2",1,"Acropora muricata",5
"2015","TB","Lagoon 2",1,"Acropora muricata",35
"2015","TB","Lagoon 2",1,"Acropora muricata",10
"2015","TB","Lagoon 2",1,"Acropora muricata",5
"2015","TB","Lagoon 2",1,"Acropora muricata",115
"2015","TB","Lagoon 2",1,"Acropora muricata",26
"2015","TB","Lagoon 2",1,"Astreopora myriophthalma",4
"2015","TB","Lagoon 2",1,"Goniopora columna",26
"2015","TB","Lagoon 2",1,"Goniopora sp",10
"2015","TB","Lagoon 2",1,"Isopora palifera",5
"2015","TB","Lagoon 2",1,"Pocillopora verrucosa",11
"2015","TB","Lagoon 2",1,"soft",8
"2015","TB","Lagoon 2",1,"soft",10
"2015","TB","Lagoon 2",1,"soft",16
"2015","TB","Lagoon 2",1,"soft",12
"2015","TB","Lagoon 2",1,"soft",6
"2015","TB","Lagoon 2",1,"soft",4
"2015","TB","Lagoon 2",2,"Acropora humilis",7
"2015","TB","Lagoon 2",2,"Acropora spathulata",10
"2015","TB","Lagoon 2",2,"Astreopora listeri",2
"2015","TB","Lagoon 2",2,"Astreopora listeri",2
"2015","TB","Lagoon 2",2,"Favites magnistellata",2
"2015","TB","Lagoon 2",2,"Goniopora sp",7
"2015","TB","Lagoon 2",2,"Isopora palifera",5
"2015","TB","Lagoon 2",2,"soft",4
"2015","TB","Lagoon 2",2,"Pocillopora damicornis",5
"2015","TB","Lagoon 2",2,"Porites massive",9
"2015","TB","Lagoon 2",2,"Porites massive",4
"2015","TB","Lagoon 2",2,"soft",9
"2015","TB","Lagoon 2",2,"soft",22
"2015","TB","Lagoon 2",2,"soft",12
"2015","TB","Lagoon 2",2,"soft",4
"2015","TB","Lagoon 2",2,"soft",36
"2015","TB","Lagoon 2",3,"Acropora digitifera_fat",3
"2015","TB","Lagoon 2",3,"Acropora samoensis",3
"2015","TB","Lagoon 2",3,"Montipora millepora",6
"2015","TB","Lagoon 2",3,"Platygyra daedalea",7
"2015","TB","Lagoon 2",3,"soft",4
"2015","TB","Lagoon 2",3,"soft",37
"2015","TB","Lagoon 2",3,"soft",16
"2015","TB","Lagoon 2",4,"coral",0
"2015","TB","Lagoon 2",5,"Goniastrea retiformis",5
"2015","TB","Lagoon 2",5,"Goniopora columna",8
"2015","TB","Lagoon 2",5,"Porites massive",4
"2015","TB","Lagoon 2",5,"Porites massive",5
"2015","TB","Lagoon 2",5,"soft",10
"2015","TB","Lizard Head",1,"Acropora digitifera_fat",4
"2015","TB","Lizard Head",1,"Acropora secale",6
"2015","TB","Lizard Head",1,"Goniastrea retiformis",9
"2015","TB","Lizard Head",1,"Millepora",7
"2015","TB","Lizard Head",1,"Pocillopora verrucosa",4
"2015","TB","Lizard Head",1,"Pocillopora verrucosa",8
"2015","TB","Lizard Head",1,"Pocillopora verrucosa",3
"2015","TB","Lizard Head",1,"Porites massive",5
"2015","TB","Lizard Head",1,"Porites massive",4
"2015","TB","Lizard Head",1,"soft",145
"2015","TB","Lizard Head",1,"soft",32
"2015","TB","Lizard Head",2,"Acropora hyacinthus",8
"2015","TB","Lizard Head",2,"Acropora hyacinthus",4
"2015","TB","Lizard Head",2,"Acropora monticulosa",7
"2015","TB","Lizard Head",2,"Acropora monticulosa",4
"2015","TB","Lizard Head",2,"Acropora polystoma",3
"2015","TB","Lizard Head",2,"Acropora secale",8
"2015","TB","Lizard Head",2,"Astrea curta",7
"2015","TB","Lizard Head",2,"Dipsastraea pallida",6
"2015","TB","Lizard Head",2,"Millepora",14
"2015","TB","Lizard Head",2,"Millepora",5
"2015","TB","Lizard Head",2,"Millepora",9
"2015","TB","Lizard Head",2,"Pocillopora verrucosa",6
"2015","TB","Lizard Head",2,"soft",26
"2015","TB","Lizard Head",3,"Acropora digitifera_fat",7
"2015","TB","Lizard Head",3,"Acropora hyacinthus",5
"2015","TB","Lizard Head",3,"Pocillopora damicornis",4
"2015","TB","Lizard Head",3,"Pocillopora verrucosa",5
"2015","TB","Lizard Head",3,"soft",195
"2015","TB","Lizard Head",3,"soft",6
"2015","TB","Lizard Head",3,"soft",5
"2015","TB","Lizard Head",4,"Acropora spathulata",4
"2015","TB","Lizard Head",4,"Millepora",12
"2015","TB","Lizard Head",4,"Millepora",30
"2015","TB","Lizard Head",4,"Millepora",25
"2015","TB","Lizard Head",4,"Pocillopora verrucosa",6
"2015","TB","Lizard Head",4,"soft",14
"2015","TB","Lizard Head",4,"soft",35
"2015","TB","Lizard Head",4,"soft",90
"2015","TB","Lizard Head",5,"Acropora gemmifera",3
"2015","TB","Lizard Head",5,"Acropora hyacinthus",5
"2015","TB","Lizard Head",5,"Acropora spathulata",4
"2015","TB","Lizard Head",5,"Pocillopora verrucosa",3
"2015","TB","Lizard Head",5,"soft",12
"2015","TB","Lizard Head",5,"soft",15
"2015","TB","North of Paradise",1,"Acropora digitifera_fat",5
"2015","TB","North of Paradise",1,"Acropora humilis",13
"2015","TB","North of Paradise",1,"Acropora hyacinthus",5
"2015","TB","North of Paradise",1,"Acropora monticulosa",11
"2015","TB","North of Paradise",1,"Acropora monticulosa",3
"2015","TB","North of Paradise",1,"Dipsastraea pallida",4
"2015","TB","North of Paradise",1,"Dipsastraea pallida",6
"2015","TB","North of Paradise",1,"Echinophyllia aspera",16
"2015","TB","North of Paradise",1,"Echinophyllia aspera",4
"2015","TB","North of Paradise",1,"Goniastrea edwardsi",16
"2015","TB","North of Paradise",1,"Isopora palifera",8
"2015","TB","North of Paradise",1,"Isopora palifera",13
"2015","TB","North of Paradise",1,"Isopora palifera",19
"2015","TB","North of Paradise",1,"Isopora palifera",7
"2015","TB","North of Paradise",1,"Montipora monasteriata",14
"2015","TB","North of Paradise",1,"Platygyra sinensis",9
"2015","TB","North of Paradise",1,"Pocillopora verrucosa",6
"2015","TB","North of Paradise",1,"Porites massive",3
"2015","TB","North of Paradise",1,"Porites massive",4
"2015","TB","North of Paradise",1,"soft",6
"2015","TB","North of Paradise",1,"soft",31
"2015","TB","North of Paradise",2,"Goniastrea retiformis",7
"2015","TB","North of Paradise",2,"Lobophyllia radians",8
"2015","TB","North of Paradise",2,"Platygyra lamellina",15
"2015","TB","North of Paradise",2,"Pocillopora eydouxi",12
"2015","TB","North of Paradise",2,"Pocillopora verrucosa",11
"2015","TB","North of Paradise",2,"Pocillopora verrucosa",14
"2015","TB","North of Paradise",2,"soft",7
"2015","TB","North of Paradise",3,"Acropora polystoma",3
"2015","TB","North of Paradise",3,"Acropora sp",5
"2015","TB","North of Paradise",3,"Millepora",16
"2015","TB","North of Paradise",3,"soft",23
"2015","TB","North of Paradise",3,"soft",9
"2015","TB","North of Paradise",3,"soft",46
"2015","TB","North of Paradise",4,"Acropora digitifera_fat",9
"2015","TB","North of Paradise",4,"Acropora humilis",5
"2015","TB","North of Paradise",4,"Acropora humilis",7
"2015","TB","North of Paradise",4,"Acropora spathulata",7
"2015","TB","North of Paradise",4,"Goniastrea retiformis",14
"2015","TB","North of Paradise",4,"Hydnophora exesa",4
"2015","TB","North of Paradise",4,"Isopora palifera",4
"2015","TB","North of Paradise",4,"Lobophyllia radians",7
"2015","TB","North of Paradise",4,"Platygyra sinensis",9
"2015","TB","North of Paradise",4,"Pocillopora verrucosa",7
"2015","TB","North of Paradise",4,"Pocillopora verrucosa",3
"2015","TB","North of Paradise",4,"soft",10
"2015","TB","North of Paradise",5,"Acropora hyacinthus",5
"2015","TB","North of Paradise",5,"Astrea curta",3
"2015","TB","North of Paradise",5,"soft",8
"2015","TB","North of Paradise",5,"Coscinaraea columna",35
"2015","TB","North of Paradise",5,"Hydnophora microconos",8
"2015","TB","North of Paradise",5,"Pocillopora meandrina",19
"2015","TB","North of Paradise",5,"Pocillopora verrucosa",7
"2015","TB","North of Paradise",5,"Porites massive",7
"2015","TB","North of Paradise",5,"Porites massive",4
"2015","TB","North of Paradise",5,"soft",70
"2015","TB","North of Paradise",5,"soft",90
"2015","TB","North of Paradise",5,"soft",5
"2015","TB","North of Paradise",5,"soft",5
"2015","TB","North Reef",1,"Pocillopora eydouxi",5
"2015","TB","North Reef",2,"Isopora palifera",6
"2015","TB","North Reef",2,"Isopora palifera",3
"2015","TB","North Reef",2,"Montipora monasteriata",30
"2015","TB","North Reef",2,"Montipora monasteriata",5
"2015","TB","North Reef",3,"Acropora digitifera",3
"2015","TB","North Reef",3,"Acropora digitifera",3
"2015","TB","North Reef",3,"soft",7
"2015","TB","North Reef",3,"Cyphastrea serailia",3
"2015","TB","North Reef",3,"Dipsastraea pallida",4
"2015","TB","North Reef",3,"Dipsastraea truncata",7
"2015","TB","North Reef",3,"Goniastrea edwardsi",6
"2015","TB","North Reef",3,"Isopora palifera",3
"2015","TB","North Reef",4,"Dipsastraea pallida",8
"2015","TB","North Reef",4,"Isopora palifera",3
"2015","TB","North Reef",4,"soft",21
"2015","TB","North Reef",4,"soft",5
"2015","TB","North Reef",4,"Montipora monasteriata",7
"2015","TB","North Reef",4,"Montipora sp",3
"2015","TB","North Reef",5,"Goniastrea retiformis",4
"2015","TB","North Reef",5,"Isopora palifera",4
"2015","TB","North Reef",5,"Montipora sp",3
"2015","TB","North Reef",5,"Montipora sp",3
"2015","TB","North Reef",5,"Montipora sp",4
"2015","TB","North Reef",5,"Porites massive",5
"2015","TB","Mermaid Cove",1,"Favites magnistellata",8
"2015","TB","Mermaid Cove",1,"Favites sp",6
"2015","TB","Mermaid Cove",1,"Goniastrea retiformis",14
"2015","TB","Mermaid Cove",1,"Goniastrea retiformis",20
"2015","TB","Mermaid Cove",1,"Isopora palifera",5
"2015","TB","Mermaid Cove",1,"Leptoria phrygia",12
"2015","TB","Mermaid Cove",1,"soft",9
"2015","TB","Mermaid Cove",1,"soft",11
"2015","TB","Mermaid Cove",1,"Montipora efflorescens",15
"2015","TB","Mermaid Cove",1,"Montipora efflorescens",7
"2015","TB","Mermaid Cove",1,"Pocillopora damicornis",5
"2015","TB","Mermaid Cove",2,"Goniastrea edwardsi",6
"2015","TB","Mermaid Cove",2,"Goniastrea edwardsi",5
"2015","TB","Mermaid Cove",2,"Montipora crassituberculata",7
"2015","TB","Mermaid Cove",2,"Montipora crassituberculata",6
"2015","TB","Mermaid Cove",3,"Goniastrea edwardsi",34
"2015","TB","Mermaid Cove",3,"Montipora crassituberculata",5
"2015","TB","Mermaid Cove",4,"Goniastrea edwardsi",4
"2015","TB","Mermaid Cove",4,"Isopora palifera",16
"2015","TB","Mermaid Cove",4,"Isopora palifera",4
"2015","TB","Mermaid Cove",4,"Montipora foveolata",3
"2015","TB","Mermaid Cove",4,"Montipora foveolata",5
"2015","TB","Mermaid Cove",5,"Goniastrea sp",4
"2015","TB","Mermaid Cove",5,"Leptastrea purpurea",5
"2015","TB","Osprey",1,"Acropora hyacinthus",3
"2015","TB","Osprey",1,"Porites massive",15
"2015","TB","Osprey",1,"soft",12
"2015","TB","Osprey",1,"soft",32
"2015","TB","Osprey",1,"soft",12
"2015","TB","Osprey",1,"soft",50
"2015","TB","Osprey",2,"Porites massive",13
"2015","TB","Osprey",2,"Porites massive",26
"2015","TB","Osprey",2,"soft",5
"2015","TB","Osprey",2,"soft",12
"2015","TB","Osprey",2,"soft",32
"2015","TB","Osprey",3,"soft",7
"2015","TB","Osprey",3,"Porites massive",15
"2015","TB","Osprey",3,"soft",20
"2015","TB","Osprey",4,"Acropora humilis",6
"2015","TB","Osprey",4,"Dipsastraea matthaii",7
"2015","TB","Osprey",4,"Goniastrea retiformis",12
"2015","TB","Osprey",4,"Porites massive",55
"2015","TB","Osprey",4,"soft",60
"2015","TB","Osprey",4,"soft",50
"2015","TB","Osprey",5,"soft",5
"2015","TB","Osprey",5,"soft",85
"2015","TB","Osprey",5,"soft",20
"2015","TB","Osprey",5,"soft",24
"2015","TB","Resort",1,"soft",14
"2015","TB","Resort",1,"soft",7
"2015","TB","Resort",1,"soft",55
"2015","TB","Resort",1,"soft",7
"2015","TB","Resort",1,"soft",10
"2015","TB","Resort",1,"Pocillopora sp",6
"2015","TB","Resort",1,"Porites massive",9
"2015","TB","Resort",1,"Porites massive",6
"2015","TB","Resort",1,"Porites massive",25
"2015","TB","Resort",1,"Porites massive",10
"2015","TB","Resort",1,"Porites massive",88
"2015","TB","Resort",1,"Porites massive",5
"2015","TB","Resort",1,"soft",8
"2015","TB","Resort",1,"soft",10
"2015","TB","Resort",1,"soft",40
"2015","TB","Resort",1,"soft",3
"2015","TB","Resort",1,"soft",8
"2015","TB","Resort",1,"soft",14
"2015","TB","Resort",1,"soft",70
"2015","TB","Resort",1,"soft",85
"2015","TB","Resort",2,"Leptoria phrygia",18
"2015","TB","Resort",2,"soft",60
"2015","TB","Resort",2,"soft",15
"2015","TB","Resort",2,"soft",7
"2015","TB","Resort",2,"soft",3
"2015","TB","Resort",2,"soft",6
"2015","TB","Resort",2,"soft",10
"2015","TB","Resort",2,"soft",25
"2015","TB","Resort",2,"soft",101
"2015","TB","Resort",2,"soft",14
"2015","TB","Resort",2,"soft",34
"2015","TB","Resort",2,"soft",14
"2015","TB","Resort",2,"soft",6
"2015","TB","Resort",2,"Pocillopora damicornis",2
"2015","TB","Resort",2,"Porites cylindrica",2
"2015","TB","Resort",2,"Porites massive",4
"2015","TB","Resort",2,"Porites massive",12
"2015","TB","Resort",2,"Porites rus",5
"2015","TB","Resort",2,"Porites rus",35
"2015","TB","Resort",2,"Porites rus",12
"2015","TB","Resort",2,"Porites rus",29
"2015","TB","Resort",2,"Porites rus",34
"2015","TB","Resort",2,"Porites rus",3
"2015","TB","Resort",2,"Porites rus",45
"2015","TB","Resort",3,"Acropora tenuis",17
"2015","TB","Resort",3,"soft",7
"2015","TB","Resort",3,"Porites massive",34
"2015","TB","Resort",3,"Porites massive",15
"2015","TB","Resort",3,"Porites rus",4
"2015","TB","Resort",3,"Porites rus",12
"2015","TB","Resort",3,"Porites rus",9
"2015","TB","Resort",3,"Porites rus",205
"2015","TB","Resort",3,"soft",180
"2015","TB","Resort",3,"soft",28
"2015","TB","Resort",3,"soft",10
"2015","TB","Resort",4,"Acropora intermedia",4
"2015","TB","Resort",4,"Acropora nasuta",3
"2015","TB","Resort",4,"Dipsastraea danai",5
"2015","TB","Resort",4,"Galaxea fascicularis",4
"2015","TB","Resort",4,"soft",83
"2015","TB","Resort",4,"soft",9
"2015","TB","Resort",4,"soft",27
"2015","TB","Resort",4,"Pocillopora damicornis",7
"2015","TB","Resort",4,"Pocillopora verrucosa",12
"2015","TB","Resort",4,"Porites cylindrica",5
"2015","TB","Resort",4,"Porites massive",50
"2015","TB","Resort",4,"Porites massive",11
"2015","TB","Resort",4,"Porites rus",81
"2015","TB","Resort",4,"Porites rus",33
"2015","TB","Resort",4,"Porites rus",57
"2015","TB","Resort",4,"Porites rus",55
"2015","TB","Resort",4,"Psammocora digitata",11
"2015","TB","Resort",4,"soft",11
"2015","TB","Resort",4,"soft",33
"2015","TB","Resort",4,"soft",7
"2015","TB","Resort",5,"coral",0
"2015","TB","South Island",1,"Acropora cerealis",12
"2015","TB","South Island",1,"Acropora digitifera",8
"2015","TB","South Island",1,"Acropora monticulosa",25
"2015","TB","South Island",1,"Favites halicora",3
"2015","TB","South Island",1,"Hydnophora exesa",7
"2015","TB","South Island",1,"Hydnophora microconos",3
"2015","TB","South Island",1,"Isopora palifera",7
"2015","TB","South Island",1,"Palythoa",3
"2015","TB","South Island",1,"Pocillopora damicornis",4
"2015","TB","South Island",1,"Pocillopora eydouxi",3
"2015","TB","South Island",1,"Pocillopora verrucosa",5
"2015","TB","South Island",1,"soft",35
"2015","TB","South Island",1,"soft",10
"2015","TB","South Island",2,"Acropora gemmifera",4
"2015","TB","South Island",2,"Acropora millepora",2
"2015","TB","South Island",2,"Acropora millepora",5
"2015","TB","South Island",2,"Hydnophora microconos",6
"2015","TB","South Island",2,"Isopora palifera",2
"2015","TB","South Island",2,"Pocillopora eydouxi",22
"2015","TB","South Island",2,"Pocillopora eydouxi",7
"2015","TB","South Island",2,"soft",3
"2015","TB","South Island",2,"soft",25
"2015","TB","South Island",2,"soft",16
"2015","TB","South Island",2,"soft",24
"2015","TB","South Island",3,"Pocillopora verrucosa",10
"2015","TB","South Island",3,"Pocillopora verrucosa",14
"2015","TB","South Island",3,"Pocillopora verrucosa",4
"2015","TB","South Island",3,"soft",12
"2015","TB","South Island",3,"soft",40
"2015","TB","South Island",4,"Acropora digitifera",5
"2015","TB","South Island",4,"Astrea curta",6
"2015","TB","South Island",4,"Favites magnistellata",5
"2015","TB","South Island",4,"Leptastrea inaequalis",12
"2015","TB","South Island",4,"Leptastrea inaequalis",10
"2015","TB","South Island",4,"Millepora",45
"2015","TB","South Island",4,"Millepora",5
"2015","TB","South Island",4,"Platygyra daedalea",4
"2015","TB","South Island",4,"soft",7
"2015","TB","South Island",4,"soft",40
"2015","TB","South Island",4,"soft",16
"2015","TB","South Island",4,"soft",120
"2015","TB","South Island",4,"soft",40
"2015","TB","South Island",4,"soft",17
"2015","TB","South Island",4,"Stylophora pistillata",4
"2015","TB","South Island",5,"Acropora millepora",7
"2015","TB","South Island",5,"Acropora monticulosa",9
"2015","TB","South Island",5,"Acropora robusta",7
"2015","TB","South Island",5,"Acropora valida",4
"2015","TB","South Island",5,"Favites magnistellata",5
"2015","TB","South Island",5,"Isopora palifera",14
"2015","TB","South Island",5,"Millepora",12
"2015","TB","South Island",5,"Pocillopora damicornis",5
"2015","TB","South Island",5,"Pocillopora verrucosa",4
"2015","TB","South Island",5,"Pocillopora verrucosa",6
"2015","TB","South Island",5,"Pocillopora verrucosa",4
"2015","TB","South Island",5,"Porites massive",6
"2015","TB","South Island",5,"soft",32
"2015","TB","South Island",5,"soft",26
"2015","TB","Southeast",1,"Acanthastrea hemprichii",10
"2015","TB","Southeast",1,"Acropora digitifera",9
"2015","TB","Southeast",1,"Acropora digitifera",17
"2015","TB","Southeast",1,"Acropora gemmifera",4
"2015","TB","Southeast",1,"Isopora palifera",4
"2015","TB","Southeast",1,"Millepora",10
"2015","TB","Southeast",1,"Montipora foveolata",5
"2015","TB","Southeast",1,"Pocillopora verrucosa",5
"2015","TB","Southeast",1,"Porites massive",13
"2015","TB","Southeast",1,"Porites massive",3
"2015","TB","Southeast",1,"soft",12
"2015","TB","Southeast",1,"soft",4
"2015","TB","Southeast",1,"soft",7
"2015","TB","Southeast",1,"soft",3
"2015","TB","Southeast",2,"Favites pentagona",20
"2015","TB","Southeast",2,"Goniastrea edwardsi",14
"2015","TB","Southeast",2,"Porites massive",15
"2015","TB","Southeast",2,"Porites massive",4
"2015","TB","Southeast",2,"soft",10
"2015","TB","Southeast",2,"soft",12
"2015","TB","Southeast",2,"Stylophora pistillata",10
"2015","TB","Southeast",3,"Porites massive",19
"2015","TB","Southeast",4,"coral",0
"2015","TB","Southeast",5,"coral",0
"2015","TB","Trimodal",1,"Isopora palifera",3
"2015","TB","Trimodal",1,"Isopora palifera",3
"2015","TB","Trimodal",1,"Isopora palifera",15
"2015","TB","Trimodal",1,"Platygyra daedalea",11
"2015","TB","Trimodal",2,"Pocillopora eydouxi",7
"2015","TB","Trimodal",3,"Favites pentagona",6
"2015","TB","Trimodal",3,"Goniastrea edwardsi",4
"2015","TB","Trimodal",3,"Isopora palifera",5
"2015","TB","Trimodal",3,"Isopora palifera",7
"2015","TB","Trimodal",3,"soft",7
"2015","TB","Trimodal",3,"Platygyra sinensis",7
"2015","TB","Trimodal",3,"Platygyra ryukyuensis",55
"2015","TB","Trimodal",3,"soft",30
"2015","TB","Trimodal",4,"Coeloseris mayeri",35
"2015","TB","Trimodal",4,"Isopora palifera",10
"2015","TB","Trimodal",4,"Porites massive",4
"2015","TB","Trimodal",5,"coral",0
"2015","TB","Turtle Beach",1,"Coeloseris mayeri",7
"2015","TB","Turtle Beach",1,"Coeloseris mayeri",26
"2015","TB","Turtle Beach",1,"Montipora efflorescens",14
"2015","TB","Turtle Beach",1,"Montipora hispida",100
"2015","TB","Turtle Beach",1,"Montipora hispida",9
"2015","TB","Turtle Beach",1,"Montipora hispida",15
"2015","TB","Turtle Beach",1,"Montipora hispida",23
"2015","TB","Turtle Beach",1,"Montipora hispida",9
"2015","TB","Turtle Beach",1,"Montipora hispida",5
"2015","TB","Turtle Beach",1,"Montipora hispida",9
"2015","TB","Turtle Beach",1,"Montipora hispida",1
"2015","TB","Turtle Beach",1,"Montipora hispida",6
"2015","TB","Turtle Beach",1,"Montipora hispida",4
"2015","TB","Turtle Beach",1,"Montipora hispida",14
"2015","TB","Turtle Beach",1,"Montipora hispida",6
"2015","TB","Turtle Beach",1,"Montipora hispida",135
"2015","TB","Turtle Beach",1,"Montipora hispida",85
"2015","TB","Turtle Beach",1,"Montipora informis",90
"2015","TB","Turtle Beach",2,"Goniastrea edwardsi",51
"2015","TB","Turtle Beach",2,"Montipora hispida",8
"2015","TB","Turtle Beach",2,"Montipora hispida",78
"2015","TB","Turtle Beach",2,"Montipora hispida",7
"2015","TB","Turtle Beach",2,"Montipora hispida",6
"2015","TB","Turtle Beach",2,"Montipora hispida",16
"2015","TB","Turtle Beach",2,"Montipora hispida",8
"2015","TB","Turtle Beach",2,"Montipora hispida",41
"2015","TB","Turtle Beach",2,"Montipora hispida",10
"2015","TB","Turtle Beach",2,"Montipora hispida",75
"2015","TB","Turtle Beach",2,"Montipora hispida",34
"2015","TB","Turtle Beach",2,"Montipora hispida",4
"2015","TB","Turtle Beach",2,"Montipora hispida",15
"2015","TB","Turtle Beach",2,"Montipora hispida",30
"2015","TB","Turtle Beach",2,"Montipora hispida",80
"2015","TB","Turtle Beach",2,"Montipora hispida",15
"2015","TB","Turtle Beach",2,"Montipora informis",14
"2015","TB","Turtle Beach",2,"Porites massive",65
"2015","TB","Turtle Beach",3,"Acropora nasuta",7
"2015","TB","Turtle Beach",3,"Goniastrea edwardsi",7
"2015","TB","Turtle Beach",3,"Montipora hispida",100
"2015","TB","Turtle Beach",3,"Montipora hispida",105
"2015","TB","Turtle Beach",3,"Montipora hispida",65
"2015","TB","Turtle Beach",3,"Montipora hispida",8
"2015","TB","Turtle Beach",3,"Montipora hispida",41
"2015","TB","Turtle Beach",3,"Montipora hispida",14
"2015","TB","Turtle Beach",3,"Montipora stilosa",30
"2015","TB","Turtle Beach",3,"Montipora stilosa",12
"2015","TB","Turtle Beach",3,"Pocillopora damicornis",16
"2015","TB","Turtle Beach",3,"Porites massive",34
"2015","TB","Turtle Beach",3,"Porites massive",16
"2015","TB","Turtle Beach",4,"Dipsastraea lizardensis",6
"2015","TB","Turtle Beach",4,"Dipsastraea lizardensis",5
"2015","TB","Turtle Beach",4,"soft",29
"2015","TB","Turtle Beach",4,"soft",10
"2015","TB","Turtle Beach",4,"soft",26
"2015","TB","Turtle Beach",4,"Montipora hispida",11
"2015","TB","Turtle Beach",4,"Montipora hispida",12
"2015","TB","Turtle Beach",4,"Montipora millepora",26
"2015","TB","Turtle Beach",4,"Montipora millepora",22
"2015","TB","Turtle Beach",4,"Montipora millepora",5
"2015","TB","Turtle Beach",4,"Montipora nodosa",27
"2015","TB","Turtle Beach",5,"Coeloseris mayeri",6
"2015","TB","Turtle Beach",5,"soft",5
"2015","TB","Turtle Beach",5,"soft",30
"2015","TB","Turtle Beach",5,"Porites massive",7
"2015","TB","Vickies",1,"soft",15
"2015","TB","Vickies",1,"Galaxea fascicularis",8
"2015","TB","Vickies",1,"Isopora palifera",12
"2015","TB","Vickies",1,"Platygyra sinensis",7
"2015","TB","Vickies",1,"Platygyra pini",4
"2015","TB","Vickies",1,"Porites massive",5
"2015","TB","Vickies",1,"Porites massive",12
"2015","TB","Vickies",1,"soft",35
"2015","TB","Vickies",1,"soft",50
"2015","TB","Vickies",1,"soft",25
"2015","TB","Vickies",1,"soft",20
"2015","TB","Vickies",1,"soft",20
"2015","TB","Vickies",2,"Acropora loripes",4
"2015","TB","Vickies",2,"soft",28
